# Date: 20200212
# Operator: JLC
# Notes: SP2 pretest
# Tap_cm: 6.0
# Sample: SOX 363-C (463-794)-3
# Fit of Tap:
#	Ic = 163 +/- 0.036 A
#	n = 33.5 +/- 0.33 
#	Vc = 6 uV
#	Vfloor = 0.555 +/- 0.003 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,0.400000,5.891910,0.049792
0.023333,0.100000,5.379570,0.071995
0.046667,0.200000,5.550350,0.075936
0.070000,0.100000,5.208790,0.079245
0.093333,0.300000,5.721130,0.082526
0.116667,0.300000,5.721130,0.085806
0.140000,0.100000,5.379570,0.089085
0.163333,0.000000,5.464960,0.092364
0.186667,0.400000,5.123400,0.095641
0.210000,0.300000,5.635740,0.098923
0.233333,0.200000,5.635740,0.102202
0.256667,0.300000,5.635740,0.105481
0.280000,0.300000,5.550350,0.108763
0.303333,0.200000,5.294180,0.112038
0.326667,0.300000,5.550350,0.115311
0.350000,0.200000,5.635740,0.118592
0.373333,0.500000,5.550350,0.121871
0.396667,0.200000,5.464960,0.125164
0.420000,0.300000,5.464960,0.128441
0.443333,0.300000,5.464960,0.131714
0.466667,0.200000,5.550350,0.134989
0.490000,0.200000,5.379570,0.138267
0.513333,0.200000,5.550350,0.141543
0.536667,0.400000,5.635740,0.144816
0.560000,0.600000,5.635740,0.148098
0.583333,0.300000,5.635740,0.151374
0.606667,0.200000,5.635740,0.154651
0.630000,0.100000,5.464960,0.157936
0.653333,0.300000,5.635740,0.161211
0.676667,0.300000,5.379570,0.164503
0.700000,0.400000,5.806520,0.167781
0.723333,0.400000,5.550350,0.171055
0.746667,0.200000,5.550350,0.174327
0.770000,0.300000,5.550350,0.177630
0.793333,0.300000,5.379570,0.180909
0.816667,0.600000,5.806520,0.184186
0.840000,0.400000,5.721130,0.187490
0.863333,0.100000,5.635740,0.190767
0.886667,0.200000,5.635740,0.194042
0.910000,0.400000,5.635740,0.197315
0.933333,0.100000,5.806520,0.200590
0.956667,0.500000,5.977300,0.203864
0.980000,0.200000,5.891910,0.207144
1.003333,0.100000,5.721130,0.210422
1.026667,0.400000,5.721130,0.213695
1.050000,0.200000,6.148080,0.216974
1.073333,0.100000,5.891910,0.220256
1.096667,0.100000,5.806520,0.223542
1.120000,0.400000,5.891910,0.226823
1.143333,0.300000,5.635740,0.230100
1.166667,0.300000,5.977300,0.233375
1.190000,0.200000,6.148080,0.236677
1.213333,0.300000,5.806520,0.239949
1.236667,0.300000,5.891910,0.243225
1.260000,0.300000,5.721130,0.246502
1.283333,0.100000,6.062690,0.249778
1.306667,0.200000,6.062690,0.253050
1.330000,0.300000,5.721130,0.256329
1.353333,0.100000,6.062690,0.259614
1.376667,0.300000,5.635740,0.262890
1.400000,0.200000,6.062690,0.266167
1.423333,0.300000,6.233470,0.269444
1.446667,0.100000,5.891910,0.272720
1.470000,0.400000,6.062690,0.276007
1.493333,0.200000,5.721130,0.279287
1.516667,0.200000,6.404250,0.282560
1.540000,0.200000,6.233470,0.285834
1.563333,0.300000,6.062690,0.289112
1.586667,0.300000,5.977300,0.292387
1.610000,0.300000,5.806520,0.295666
1.633333,0.400000,6.489640,0.298941
1.656667,0.100000,6.062690,0.308899
1.680000,0.400000,5.977300,0.312753
1.703333,0.300000,6.489640,0.316107
1.726667,0.200000,6.404250,0.319409
1.750000,0.300000,5.977300,0.322700
1.773333,0.100000,6.233470,0.326016
1.796667,0.300000,5.891910,0.329304
1.820000,0.500000,6.404250,0.332581
1.843333,0.200000,6.318860,0.335890
1.866667,0.300000,5.977300,0.339191
1.890000,0.400000,6.148080,0.342475
1.913333,0.400000,5.977300,0.345770
1.936667,0.300000,6.318860,0.349061
1.960000,0.300000,6.404250,0.352359
1.983333,0.300000,6.148080,0.355652
2.006667,0.300000,6.318860,0.358938
