# Date: 20200217
# Operator: JLC&LM
# Notes: Flamingo samples post SP3 heat
# Tap_cm: 6.0
# Sample: Flamingo-6
# Fit of Tap:
#	Ic = 126 +/- 0.024 A
#	n = 30.1 +/- 0.29 
#	Vc = 6 uV
#	Vfloor = -0.633 +/- 0.0039 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-0.900000,4.781840,0.039512
0.023333,-0.900000,4.781840,0.059124
0.046667,-1.100000,5.123400,0.062874
0.070000,-0.900000,5.123400,0.066249
0.093333,-0.900000,4.781840,0.069548
0.116667,-0.900000,4.781840,0.072829
0.140000,-0.900000,4.525670,0.076112
0.163333,-1.000000,5.038010,0.079392
0.186667,-0.800000,4.952620,0.082672
0.210000,-1.000000,4.781840,0.085954
0.233333,-0.900000,4.952620,0.089238
0.256667,-0.900000,4.867230,0.092517
0.280000,-0.600000,5.123400,0.095799
0.303333,-1.000000,4.952620,0.099078
0.326667,-0.800000,4.781840,0.102392
0.350000,-1.000000,4.696450,0.105827
0.373333,-0.800000,4.781840,0.109143
0.396667,-0.900000,4.867230,0.112427
0.420000,-0.700000,4.781840,0.115706
0.443333,-0.900000,4.952620,0.119021
0.466667,-0.800000,4.781840,0.122467
0.490000,-0.900000,4.867230,0.125880
0.513333,-0.900000,5.038010,0.129168
0.536667,-1.000000,5.038010,0.132447
0.560000,-1.000000,4.781840,0.135763
0.583333,-0.700000,4.952620,0.139212
0.606667,-0.900000,4.952620,0.142620
0.630000,-1.000000,5.038010,0.145913
0.653333,-1.000000,5.208790,0.149194
0.676667,-0.800000,4.867230,0.152536
0.700000,-0.700000,4.867230,0.155937
0.723333,-0.900000,4.867230,0.159343
0.746667,-0.800000,5.208790,0.162630
0.770000,-1.100000,5.208790,0.165965
0.793333,-0.700000,4.696450,0.169426
0.816667,-0.900000,4.952620,0.172845
0.840000,-1.200000,4.867230,0.176141
0.863333,-0.900000,5.123400,0.179425
0.886667,-0.900000,5.379570,0.182751
0.910000,-1.000000,5.123400,0.186244
0.933333,-1.100000,5.208790,0.189649
0.956667,-0.800000,4.952620,0.192942
0.980000,-0.900000,5.379570,0.196264
1.003333,-0.800000,5.294180,0.199605
1.026667,-0.900000,5.123400,0.203040
1.050000,-0.900000,5.038010,0.206440
1.073333,-1.200000,4.867230,0.209745
1.096667,-0.900000,5.379570,0.213029
1.120000,-1.100000,5.379570,0.216388
1.143333,-1.100000,5.208790,0.219823
1.166667,-0.900000,5.123400,0.223224
1.190000,-0.800000,4.952620,0.226508
1.213333,-0.900000,5.550350,0.229828
1.236667,-0.800000,5.464960,0.233285
1.260000,-1.000000,5.208790,0.236688
1.283333,-1.000000,5.379570,0.239983
1.306667,-0.900000,5.208790,0.243263
1.330000,-0.800000,5.635740,0.246609
1.353333,-1.100000,5.721130,0.250063
1.376667,-1.100000,5.379570,0.254948
1.400000,-0.900000,5.123400,0.258335
1.423333,-1.000000,5.550350,0.261650
1.446667,-0.700000,5.294180,0.265196
1.470000,-1.200000,5.635740,0.271415
1.493333,-1.100000,5.379570,0.274779
1.516667,-1.000000,5.464960,0.278863
1.540000,-0.800000,5.635740,0.282334
1.563333,-1.100000,5.550350,0.288683
1.586667,-0.900000,5.806520,0.296465
1.610000,-1.100000,5.379570,0.302800
1.633333,-1.000000,5.550350,0.310071
1.656667,-0.900000,5.721130,0.313583
1.680000,-0.800000,5.464960,0.319806
1.703333,-1.100000,5.635740,0.323173
1.726667,-1.200000,5.464960,0.326961
1.750000,-1.000000,5.721130,0.330446
1.773333,-1.000000,5.635740,0.337296
1.796667,-1.000000,5.635740,0.340659
1.820000,-0.900000,5.550350,0.344423
1.843333,-1.000000,6.062690,0.347949
1.866667,-0.800000,5.721130,0.354595
1.890000,-1.200000,5.635740,0.358721
1.913333,-0.800000,5.721130,0.362209
1.936667,-1.100000,5.635740,0.368864
1.960000,-0.900000,5.721130,0.372231
1.983333,-0.900000,5.550350,0.376363
2.006667,-1.000000,5.977300,0.379837
2.030000,-1.000000,5.379570,0.386440
2.053333,-1.100000,5.806520,0.390095
2.076667,-1.000000,5.806520,0.393619
2.100000,-1.000000,5.891910,0.400325
2.123333,-0.900000,5.550350,0.403679
2.146667,-1.100000,5.977300,0.407298
2.170000,-0.800000,5.464960,0.410764
2.193333,-1.000000,6.062690,0.417376
2.216667,-1.000000,5.891910,0.420745
2.240000,-1.200000,5.891910,0.424118
2.263333,-1.100000,5.635740,0.427577
2.286667,-1.000000,5.977300,0.434196
2.310000,-1.000000,5.806520,0.437556
2.333333,-0.800000,5.806520,0.440855
2.356667,-0.800000,5.806520,0.444154
2.380000,-1.100000,6.148080,0.447457
2.403333,-0.800000,5.977300,0.450753
2.426667,-0.800000,5.635740,0.454062
2.450000,-0.800000,5.891910,0.457365
2.473333,-0.800000,6.062690,0.460695
2.496667,-1.000000,6.062690,0.463998
2.520000,-1.000000,5.891910,0.467293
2.543333,-0.800000,5.891910,0.470598
2.566667,-1.200000,6.062690,0.473886
2.590000,-0.800000,5.891910,0.477191
2.613333,-1.000000,6.062690,0.480503
2.636667,-1.100000,5.891910,0.483789
2.660000,-1.000000,5.891910,0.487106
2.683333,-1.100000,6.062690,0.490397
2.706667,-1.100000,6.062690,0.493689
2.730000,-0.800000,6.404250,0.497003
2.753333,-1.100000,6.489640,0.500298
2.776667,-1.000000,6.062690,0.503597
2.800000,-1.100000,5.977300,0.506883
2.823333,-0.800000,6.062690,0.510190
2.846667,-1.000000,6.148080,0.513484
2.870000,-1.000000,6.148080,0.516762
2.893333,-0.700000,6.062690,0.520070
2.916667,-1.100000,6.148080,0.523367
2.940000,-0.800000,6.148080,0.526684
2.963333,-0.700000,6.404250,0.529995
2.986667,-1.100000,6.489640,0.533298
3.010000,-0.700000,6.062690,0.536771
3.033333,-0.800000,6.233470,0.540240
3.056667,-1.100000,6.148080,0.543544
3.080000,-0.900000,6.404250,0.546843
3.103333,-0.800000,6.575030,0.550148
3.126667,-1.000000,6.148080,0.553443
3.150000,-0.900000,6.318860,0.556734
3.173333,-0.900000,6.404250,0.560030
3.196667,-0.900000,6.660420,0.563330
3.220000,-0.900000,6.575030,0.566617
3.243333,-1.000000,6.148080,0.569924
3.266667,-0.900000,6.404250,0.573220
3.290000,-0.900000,6.148080,0.576510
3.313333,-1.000000,6.660420,0.579807
3.336667,-0.700000,6.660420,0.583091
3.360000,-0.900000,6.318860,0.586385
3.383333,-1.100000,6.489640,0.589685
3.406667,-0.900000,6.660420,0.599803
3.430000,-1.000000,6.489640,0.603548
3.453333,-1.000000,6.489640,0.606895
3.476667,-0.900000,6.318860,0.610198
3.500000,-0.900000,6.660420,0.613477
3.523333,-1.000000,6.660420,0.616759
3.546667,-1.000000,6.318860,0.620041
3.570000,-0.900000,6.660420,0.623323
3.593333,-1.000000,6.489640,0.626602
3.616667,-0.900000,6.660420,0.629887
3.640000,-0.800000,6.660420,0.633158
3.663333,-1.000000,6.660420,0.636434
3.686667,-1.200000,6.575030,0.639713
3.710000,-0.800000,6.489640,0.642990
3.733333,-0.900000,6.745810,0.646289
3.756667,-1.100000,6.916590,0.649574
3.780000,-1.000000,6.745810,0.652852
3.803333,-0.800000,6.660420,0.656129
3.826667,-0.900000,6.404250,0.659411
3.850000,-1.000000,7.087370,0.662691
3.873333,-1.100000,6.916590,0.665970
3.896667,-0.900000,6.745810,0.669250
3.920000,-0.900000,6.660420,0.672522
3.943333,-1.300000,6.660420,0.675806
3.966667,-1.100000,6.916590,0.679089
3.990000,-1.000000,6.660420,0.682367
4.013333,-0.900000,6.660420,0.685648
4.036667,-1.100000,6.660420,0.688952
4.060000,-1.000000,6.575030,0.692393
4.083333,-1.000000,7.001980,0.696384
4.106667,-0.900000,6.831200,0.700322
4.130000,-1.000000,6.831200,0.704249
4.153333,-1.000000,6.745810,0.708221
4.176667,-0.600000,6.916590,0.712147
4.200000,-0.800000,7.258150,0.716077
4.223333,-0.900000,7.001980,0.720007
4.246667,-1.000000,7.087370,0.723935
4.270000,-0.800000,6.660420,0.727854
4.293333,-0.900000,7.001980,0.731787
4.316667,-0.800000,6.745810,0.735719
4.340000,-0.900000,6.916590,0.739648
4.363333,-0.900000,6.745810,0.743566
4.386667,-1.000000,7.172760,0.747510
4.410000,-0.800000,7.001980,0.751430
4.433333,-1.000000,6.831200,0.755353
4.456667,-0.900000,6.831200,0.759335
4.480000,-1.000000,7.172760,0.763265
4.503333,-1.100000,7.258150,0.767245
4.526667,-0.800000,7.001980,0.771177
4.550000,-0.900000,7.001980,0.775098
4.573333,-0.700000,7.172760,0.779067
4.596667,-1.000000,7.258150,0.782988
4.620000,-0.900000,7.001980,0.790912
4.643333,-0.800000,7.172760,0.794623
4.666667,-0.900000,7.258150,0.797964
4.690000,-0.700000,7.087370,0.801269
4.713333,-0.900000,7.001980,0.804557
4.736667,-0.800000,7.172760,0.807868
4.760000,-0.700000,7.087370,0.811150
4.783333,-1.000000,7.343540,0.814422
4.806667,-0.900000,7.087370,0.817698
4.830000,-0.900000,7.001980,0.820975
4.853333,-1.000000,7.428930,0.824253
4.876667,-0.800000,7.258150,0.827534
4.900000,-1.000000,7.172760,0.830819
4.923333,-0.800000,7.258150,0.834092
4.946667,-0.900000,7.258150,0.837369
4.970000,-1.100000,7.172760,0.840657
4.993333,-0.800000,7.172760,0.843932
5.016667,-1.400000,7.343540,0.847213
5.040000,-0.700000,7.258150,0.850495
5.063333,-0.900000,7.258150,0.853773
5.086667,-0.900000,7.087370,0.857068
5.110000,-1.000000,7.258150,0.860354
5.133333,-1.000000,7.514320,0.863630
5.156667,-1.000000,7.343540,0.866906
5.180000,-1.100000,7.172760,0.870183
5.203333,-0.900000,7.428930,0.873458
5.226667,-0.900000,7.172760,0.876741
5.250000,-0.600000,7.514320,0.880021
5.273333,-1.000000,7.428930,0.883295
5.296667,-0.900000,7.087370,0.886571
5.320000,-0.800000,7.514320,0.889851
5.343333,-1.100000,7.855880,0.899484
5.366667,-1.000000,7.428930,0.903227
5.390000,-0.900000,7.514320,0.906543
5.413333,-0.800000,7.343540,0.909832
5.436667,-0.700000,7.599710,0.913135
5.460000,-0.900000,7.599710,0.916431
5.483333,-0.800000,7.599710,0.919718
5.506667,-0.900000,7.599710,0.922995
5.530000,-1.000000,7.343540,0.926292
5.553333,-0.800000,7.770490,0.929577
5.576667,-0.900000,7.685100,0.932853
5.600000,-0.900000,7.514320,0.936132
5.623333,-0.900000,7.770490,0.939411
5.646667,-1.200000,7.514320,0.942690
5.670000,-0.900000,7.685100,0.945968
5.693333,-0.900000,7.941270,0.949247
5.716667,-1.100000,7.514320,0.952523
5.740000,-1.000000,7.685100,0.955796
5.763333,-0.800000,7.770490,1.009356
5.786667,-1.000000,7.770490,1.025666
5.810000,-1.000000,8.026660,1.029016
5.833333,-1.000000,8.112050,1.032296
5.856667,-1.000000,7.770490,1.035595
5.880000,-0.800000,7.770490,1.038876
5.903333,-1.100000,7.599710,1.042157
5.926667,-0.800000,8.026660,1.045466
5.950000,-0.800000,8.026660,1.048749
5.973333,-0.800000,7.941270,1.052026
5.996667,-1.000000,7.941270,1.055300
6.020000,-0.900000,7.685100,1.058583
6.043333,-0.900000,7.855880,1.061863
6.066667,-0.700000,7.941270,1.065137
6.090000,-1.000000,7.941270,1.068417
6.113333,-1.000000,7.941270,1.071692
6.136667,-1.000000,7.855880,1.074967
6.160000,-0.900000,8.026660,1.078248
6.183333,-1.100000,8.112050,1.081526
6.206667,-0.700000,7.599710,1.084802
6.230000,-1.000000,8.112050,1.088079
6.253333,-0.900000,7.855880,1.091361
6.276667,-0.800000,7.855880,1.094666
6.300000,-1.100000,8.282830,1.099099
6.323333,-0.900000,7.941270,1.102442
6.346667,-0.900000,8.282830,1.105728
6.370000,-0.900000,8.026660,1.109012
6.393333,-1.000000,8.026660,1.112290
6.416667,-1.100000,8.112050,1.115594
6.440000,-0.900000,7.855880,1.118877
6.463333,-0.900000,8.026660,1.122154
6.486667,-1.100000,7.855880,1.125457
6.510000,-1.000000,8.282830,1.128737
6.533333,-1.000000,8.368220,1.132010
6.556667,-0.800000,8.026660,1.135284
6.580000,-0.900000,8.197440,1.138594
6.603333,-1.000000,8.197440,1.141874
6.626667,-1.000000,8.453610,1.145154
6.650000,-0.900000,8.197440,1.148430
6.673333,-1.100000,8.026660,1.151707
6.696667,-0.900000,8.026660,1.154983
6.720000,-0.800000,8.197440,1.158262
6.743333,-0.800000,8.368220,1.161543
6.766667,-0.800000,8.197440,1.164820
6.790000,-0.800000,8.197440,1.168102
6.813333,-1.000000,8.368220,1.171383
6.836667,-0.800000,8.197440,1.174658
6.860000,-0.900000,8.368220,1.177939
6.883333,-0.900000,8.539000,1.181222
6.906667,-1.100000,8.197440,1.184501
6.930000,-0.900000,8.112050,1.187796
6.953333,-0.900000,8.368220,1.191079
6.976667,-0.600000,8.112050,1.200840
7.000000,-0.900000,8.368220,1.204584
7.023333,-1.000000,8.368220,1.207943
7.046667,-0.800000,8.197440,1.211232
7.070000,-0.900000,8.624390,1.214506
7.093333,-0.800000,8.539000,1.217806
7.116667,-1.000000,8.368220,1.221091
7.140000,-0.900000,8.197440,1.224368
7.163333,-0.900000,8.453610,1.227644
7.186667,-1.000000,8.539000,1.230920
7.210000,-0.900000,8.453610,1.234228
7.233333,-0.900000,8.453610,1.237523
7.256667,-0.800000,8.539000,1.240810
7.280000,-1.000000,8.539000,1.244090
7.303333,-1.200000,8.539000,1.247368
