# Date: 20200710
# Operator: SCAW
# Notes:
#	pp2-1 pre-test tap
#	z
# Tap_cm: 6.0
# Sample: pp2-1
# Fit of Tap:
#	Ic = 136 +/- 0.014 A
#	n = 36.3 +/- 0.23 
#	Vc = 6 uV
#	Vfloor = -0.913 +/- 0.0045 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-1.200000,5.977300,0.050342
0.023333,-1.300000,6.318860,0.078053
0.046667,-1.600000,5.977300,0.081727
0.070000,-1.400000,6.062690,0.085377
0.093333,-1.400000,5.891910,0.089139
0.116667,-1.300000,5.977300,0.092853
0.140000,-1.300000,5.891910,0.096630
0.163333,-1.300000,6.148080,0.100459
0.186667,-1.200000,5.806520,0.104221
0.210000,-1.100000,6.062690,0.107947
0.233333,-1.200000,6.233470,0.111558
0.256667,-1.400000,6.148080,0.115088
0.280000,-1.100000,6.062690,0.118798
0.303333,-1.200000,5.977300,0.122533
0.326667,-1.300000,6.062690,0.126205
0.350000,-1.100000,6.148080,0.129808
0.373333,-1.500000,6.148080,0.133452
0.396667,-1.300000,6.318860,0.137115
0.420000,-1.400000,5.806520,0.140915
0.443333,-1.000000,6.148080,0.144597
0.466667,-1.500000,6.148080,0.148506
0.490000,-1.500000,6.062690,0.152246
0.513333,-1.500000,5.977300,0.155879
0.536667,-1.500000,5.977300,0.159533
0.560000,-1.100000,6.062690,0.163133
0.583333,-1.100000,6.148080,0.166821
0.606667,-1.200000,6.233470,0.170396
0.630000,-1.000000,5.635740,0.174123
0.653333,-1.400000,6.318860,0.177950
0.676667,-1.200000,6.233470,0.181734
0.700000,-1.300000,6.148080,0.185473
0.723333,-1.200000,6.062690,0.189220
0.746667,-1.300000,6.148080,0.192849
0.770000,-1.000000,6.404250,0.196699
0.793333,-1.100000,6.489640,0.200585
0.816667,-1.300000,6.318860,0.204415
0.840000,-1.100000,6.233470,0.208253
0.863333,-1.300000,6.489640,0.211912
0.886667,-1.300000,6.575030,0.215522
0.910000,-1.300000,6.233470,0.219306
0.933333,-1.300000,6.233470,0.223027
0.956667,-1.300000,6.318860,0.226611
0.980000,-1.400000,6.489640,0.230423
1.003333,-1.100000,6.489640,0.234082
1.026667,-1.300000,6.148080,0.237763
1.050000,-1.400000,6.489640,0.241492
