# Date: 20200223
# Operator: JLC&SV
# Notes: IBIS pre-test
# Tap_cm: 6.0
# Sample: SOX 351-C 754.16-755.04
# Fit of Tap:
#	Ic = 119 +/- 0.017 A
#	n = 28.3 +/- 0.22 
#	Vc = 6 uV
#	Vfloor = 0.971 +/- 0.0039 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,0.900000,4.952620,0.083160
0.023333,0.900000,4.952620,0.126238
0.046667,0.900000,4.867230,0.131442
0.070000,0.400000,5.123400,0.136500
0.093333,0.800000,5.208790,0.141600
0.116667,1.000000,5.123400,0.152505
0.140000,0.600000,5.208790,0.171487
0.163333,0.600000,5.208790,0.179596
0.186667,0.700000,5.208790,0.184343
0.210000,0.600000,5.294180,0.190159
0.233333,1.000000,4.952620,0.197585
0.256667,1.100000,5.294180,0.203755
0.280000,0.700000,4.867230,0.208811
0.303333,0.800000,5.038010,0.213988
0.326667,0.900000,5.123400,0.221385
0.350000,0.700000,4.952620,0.226832
0.373333,0.900000,4.867230,0.231803
0.396667,0.700000,5.379570,0.237031
0.420000,0.800000,4.952620,0.242087
0.443333,0.700000,5.208790,0.256448
0.466667,0.700000,5.123400,0.266640
0.490000,1.000000,4.952620,0.272592
0.513333,0.800000,5.038010,0.283427
0.536667,0.800000,5.379570,0.289840
0.560000,0.700000,5.379570,0.302192
0.583333,1.000000,5.294180,0.307798
0.606667,0.800000,5.038010,0.322440
0.630000,0.700000,5.379570,0.338042
0.653333,0.900000,5.550350,0.352731
0.676667,0.800000,5.038010,0.362299
0.700000,1.100000,5.208790,0.366696
0.723333,0.700000,5.294180,0.378488
0.746667,0.700000,5.208790,0.383503
0.770000,0.900000,5.208790,0.392547
0.793333,1.100000,5.379570,0.397572
0.816667,0.700000,5.464960,0.401752
0.840000,1.000000,5.294180,0.412143
0.863333,1.000000,5.464960,0.417124
0.886667,0.800000,5.294180,0.425969
0.910000,1.000000,5.464960,0.430536
0.933333,1.000000,5.294180,0.434942
0.956667,0.600000,5.550350,0.439138
0.980000,0.600000,5.379570,0.448933
1.003333,0.900000,5.294180,0.457646
1.026667,0.600000,5.464960,0.463085
1.050000,0.900000,5.550350,0.467540
1.073333,0.800000,5.464960,0.471691
1.096667,1.300000,5.294180,0.475769
1.120000,0.700000,5.208790,0.480067
1.143333,0.900000,5.635740,0.484451
1.166667,0.700000,5.550350,0.488925
1.190000,0.800000,5.464960,0.493502
1.213333,0.900000,5.208790,0.497997
1.236667,0.800000,5.721130,0.502077
1.260000,0.700000,5.806520,0.506498
1.283333,1.000000,5.464960,0.510964
1.306667,0.800000,5.464960,0.515304
1.330000,0.900000,5.635740,0.519694
1.353333,0.900000,5.721130,0.523880
1.376667,0.800000,5.464960,0.528714
