# Date: 20200710
# Operator: SCAW
# Notes:
#	pp2-1 pre-test tap
#	z
# Tap_cm: 6.0
# Sample: pp2-1
# Fit of Tap:
#	Ic = 136 +/- 0.025 A
#	n = 27.9 +/- 0.22 
#	Vc = 6 uV
#	Vfloor = -1.42 +/- 0.0072 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-1.700000,5.550350,0.043611
0.023333,-1.700000,5.379570,0.072591
0.046667,-1.700000,5.721130,0.077183
0.070000,-1.400000,5.550350,0.081246
0.093333,-1.800000,5.635740,0.084837
0.116667,-1.500000,5.550350,0.088299
0.140000,-1.900000,5.806520,0.091819
0.163333,-1.900000,5.635740,0.095305
0.186667,-1.700000,5.721130,0.098863
0.210000,-1.700000,5.721130,0.102364
0.233333,-1.600000,5.891910,0.105891
0.256667,-1.600000,5.464960,0.109393
0.280000,-1.800000,5.550350,0.112924
0.303333,-1.900000,5.635740,0.116467
0.326667,-1.700000,5.635740,0.120024
0.350000,-1.800000,5.721130,0.123523
0.373333,-1.400000,5.806520,0.127129
0.396667,-2.000000,5.635740,0.130749
0.420000,-1.600000,5.379570,0.134238
0.443333,-1.600000,5.806520,0.137670
0.466667,-1.800000,5.721130,0.141270
0.490000,-1.800000,5.891910,0.144802
0.513333,-1.400000,5.550350,0.148303
0.536667,-1.700000,5.891910,0.159314
0.560000,-1.900000,5.635740,0.163769
0.583333,-1.500000,5.464960,0.167615
0.606667,-1.600000,5.721130,0.171426
0.630000,-1.700000,5.977300,0.175104
0.653333,-1.800000,5.806520,0.178792
0.676667,-1.700000,5.806520,0.182414
0.700000,-1.800000,5.550350,0.186120
0.723333,-1.700000,6.062690,0.189835
0.746667,-1.700000,5.806520,0.193555
0.770000,-1.600000,5.464960,0.197179
0.793333,-1.800000,5.635740,0.200771
0.816667,-1.800000,5.891910,0.204319
0.840000,-1.600000,5.721130,0.208081
0.863333,-1.800000,5.891910,0.211708
0.886667,-1.400000,5.891910,0.215301
0.910000,-1.600000,5.721130,0.218945
0.933333,-1.700000,6.062690,0.222560
0.956667,-1.900000,6.062690,0.226172
0.980000,-1.800000,6.062690,0.229815
1.003333,-1.700000,5.891910,0.233367
