# Date: 20200217
# Operator: JLC&LM
# Notes: Flamingo samples post SP3 heat
# Tap_cm: 6.0
# Sample: Flamingo-5
# Fit of Tap:
#	Ic = 128 +/- 0.02 A
#	n = 35.2 +/- 0.35 
#	Vc = 6 uV
#	Vfloor = -0.749 +/- 0.004 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-1.000000,5.550350,0.043031
0.023333,-1.300000,5.550350,0.061761
0.046667,-1.000000,5.550350,0.065097
0.070000,-1.000000,5.294180,0.068382
0.093333,-1.100000,5.635740,0.071675
0.116667,-1.000000,5.550350,0.074958
0.140000,-1.100000,5.550350,0.078239
0.163333,-1.000000,5.464960,0.081525
0.186667,-1.300000,5.550350,0.084810
0.210000,-1.200000,5.550350,0.088098
0.233333,-1.100000,5.550350,0.091859
0.256667,-1.200000,5.721130,0.095310
0.280000,-1.000000,5.550350,0.098739
0.303333,-0.900000,5.379570,0.102039
0.326667,-0.900000,5.721130,0.105324
0.350000,-1.300000,5.550350,0.108806
0.373333,-1.100000,5.464960,0.112378
0.396667,-0.900000,5.464960,0.115912
0.420000,-1.000000,5.464960,0.119310
0.443333,-1.000000,5.721130,0.122776
0.466667,-1.100000,5.464960,0.132390
0.490000,-1.100000,5.721130,0.136361
0.513333,-1.200000,5.721130,0.139888
0.536667,-1.200000,5.721130,0.143466
0.560000,-1.100000,5.550350,0.146976
0.583333,-0.900000,5.464960,0.150380
0.606667,-1.200000,5.977300,0.153982
0.630000,-1.200000,5.806520,0.157585
0.653333,-1.200000,5.379570,0.161173
0.676667,-1.400000,5.550350,0.164566
0.700000,-1.300000,5.464960,0.167971
0.723333,-1.400000,5.891910,0.171585
0.746667,-0.900000,5.977300,0.175148
0.770000,-1.100000,5.550350,0.178723
0.793333,-0.900000,5.635740,0.182125
0.816667,-1.100000,5.635740,0.185782
0.840000,-1.400000,5.550350,0.189319
0.863333,-1.300000,5.721130,0.192820
0.886667,-1.100000,5.721130,0.196318
0.910000,-1.300000,5.806520,0.199706
0.933333,-1.100000,5.891910,0.203415
0.956667,-1.000000,5.891910,0.206971
0.980000,-1.200000,5.806520,0.212079
1.003333,-1.100000,5.977300,0.215569
1.026667,-1.200000,5.721130,0.219069
1.050000,-1.000000,5.721130,0.222657
1.073333,-1.100000,5.806520,0.226178
1.096667,-1.200000,5.977300,0.229584
1.120000,-1.200000,6.062690,0.232977
1.143333,-1.300000,6.148080,0.236436
1.166667,-1.300000,6.148080,0.239991
1.190000,-1.400000,6.062690,0.243519
1.213333,-1.100000,5.891910,0.246904
1.236667,-1.200000,5.806520,0.250599
1.260000,-1.000000,6.062690,0.254165
1.283333,-1.000000,6.062690,0.257681
1.306667,-1.000000,5.977300,0.261085
1.330000,-1.000000,6.062690,0.264478
1.353333,-0.900000,5.721130,0.268010
1.376667,-1.400000,6.233470,0.271591
1.400000,-0.900000,6.148080,0.275111
1.423333,-1.400000,6.233470,0.278515
1.446667,-1.000000,6.062690,0.281978
1.470000,-1.000000,6.062690,0.285592
1.493333,-1.400000,6.318860,0.290747
1.516667,-1.300000,5.806520,0.294232
1.540000,-1.200000,6.062690,0.298005
1.563333,-0.900000,5.806520,0.301644
1.586667,-0.800000,6.404250,0.305720
1.610000,-1.000000,6.148080,0.309229
1.633333,-1.000000,6.062690,0.312663
1.656667,-1.100000,6.062690,0.316386
1.680000,-1.000000,6.318860,0.319949
1.703333,-1.000000,6.318860,0.323483
1.726667,-1.200000,6.318860,0.326871
1.750000,-1.100000,6.318860,0.330588
1.773333,-1.000000,6.148080,0.334164
1.796667,-1.200000,6.318860,0.337681
1.820000,-0.900000,6.489640,0.341104
1.843333,-1.300000,6.233470,0.344490
1.866667,-0.900000,6.148080,0.348005
1.890000,-1.100000,6.148080,0.351577
1.913333,-0.900000,6.575030,0.355095
1.936667,-1.000000,6.489640,0.358488
1.960000,-1.300000,6.148080,0.361974
1.983333,-1.200000,6.233470,0.365578
2.006667,-1.400000,6.318860,0.369097
2.030000,-1.000000,6.489640,0.372504
2.053333,-1.200000,6.489640,0.375897
2.076667,-1.300000,6.404250,0.379641
2.100000,-1.200000,6.489640,0.383186
2.123333,-1.000000,6.575030,0.386696
2.146667,-1.000000,6.660420,0.390099
2.170000,-1.000000,6.489640,0.393489
2.193333,-1.100000,6.489640,0.397273
2.216667,-1.100000,6.575030,0.400777
2.240000,-1.200000,6.489640,0.404282
2.263333,-1.300000,6.745810,0.407678
2.286667,-1.200000,6.660420,0.411075
2.310000,-1.200000,6.148080,0.414470
2.333333,-1.000000,6.233470,0.417889
2.356667,-1.100000,6.575030,0.421281
2.380000,-1.200000,6.745810,0.431013
2.403333,-1.000000,6.660420,0.434928
2.426667,-1.300000,6.745810,0.438352
2.450000,-0.900000,6.660420,0.441764
2.473333,-1.000000,6.575030,0.445163
2.496667,-1.200000,6.489640,0.448594
2.520000,-0.900000,6.489640,0.451988
2.543333,-1.000000,6.831200,0.455366
2.566667,-0.900000,6.831200,0.458768
2.590000,-1.200000,6.489640,0.462153
2.613333,-1.100000,6.745810,0.465530
2.636667,-1.200000,6.575030,0.468925
2.660000,-0.800000,6.916590,0.472316
2.683333,-1.000000,6.745810,0.475697
2.706667,-1.400000,6.831200,0.479096
2.730000,-1.100000,6.489640,0.482483
2.753333,-1.100000,6.916590,0.485881
2.776667,-1.100000,6.660420,0.489264
2.800000,-1.000000,6.575030,0.492661
2.823333,-0.900000,6.831200,0.496056
2.846667,-0.900000,6.660420,0.499478
2.870000,-1.100000,6.660420,0.502869
2.893333,-1.100000,7.172760,0.506248
2.916667,-1.200000,6.745810,0.509651
2.940000,-1.100000,6.831200,0.513042
2.963333,-1.200000,6.745810,0.516438
2.986667,-1.100000,7.087370,0.519819
3.010000,-1.000000,7.087370,0.523226
3.033333,-1.100000,6.831200,0.526617
3.056667,-1.200000,6.831200,0.530008
3.080000,-1.200000,6.745810,0.533403
3.103333,-1.100000,7.172760,0.536799
3.126667,-1.100000,7.258150,0.540216
3.150000,-1.000000,6.831200,0.543615
3.173333,-1.000000,7.001980,0.547005
3.196667,-1.100000,6.745810,0.550389
3.220000,-0.900000,7.172760,0.553786
3.243333,-1.100000,7.087370,0.557179
3.266667,-1.100000,6.916590,0.560562
3.290000,-1.400000,7.087370,0.563944
3.313333,-0.900000,6.916590,0.567322
3.336667,-1.000000,7.258150,0.570703
3.360000,-1.000000,7.087370,0.574097
3.383333,-1.100000,6.831200,0.577483
3.406667,-1.100000,7.087370,0.580869
3.430000,-1.100000,7.001980,0.584250
3.453333,-1.000000,7.172760,0.587659
3.476667,-1.000000,7.258150,0.591069
3.500000,-1.200000,6.831200,0.594460
3.523333,-1.200000,7.172760,0.597883
3.546667,-1.100000,7.087370,0.601284
3.570000,-1.300000,7.343540,0.604673
3.593333,-0.800000,7.343540,0.608066
3.616667,-1.100000,6.916590,0.611472
3.640000,-1.000000,7.258150,0.614868
3.663333,-0.900000,6.916590,0.618244
3.686667,-1.100000,7.514320,0.621653
3.710000,-0.800000,7.343540,0.625031
3.733333,-0.900000,7.428930,0.628425
3.756667,-1.100000,7.258150,0.631821
3.780000,-1.100000,7.087370,0.635214
3.803333,-0.900000,7.428930,0.638628
3.826667,-1.100000,7.258150,0.642023
3.850000,-1.100000,7.343540,0.645407
3.873333,-1.000000,7.258150,0.648786
3.896667,-0.900000,7.087370,0.652177
3.920000,-1.100000,7.428930,0.655564
3.943333,-1.100000,7.428930,0.658942
3.966667,-1.400000,7.343540,0.662340
3.990000,-1.200000,7.514320,0.665726
4.013333,-1.200000,7.514320,0.669111
4.036667,-1.000000,7.514320,0.672521
4.060000,-1.000000,7.428930,0.675930
4.083333,-1.000000,7.428930,0.679316
4.106667,-1.000000,7.428930,0.682692
4.130000,-1.100000,7.428930,0.686073
4.153333,-1.100000,7.685100,0.689501
4.176667,-1.100000,7.428930,0.692902
4.200000,-0.900000,7.428930,0.696297
4.223333,-1.200000,7.514320,0.699681
4.246667,-1.000000,7.514320,0.703067
4.270000,-1.200000,7.685100,0.706449
4.293333,-1.200000,7.514320,0.709838
4.316667,-1.200000,7.685100,0.713232
4.340000,-1.000000,7.514320,0.716636
4.363333,-1.100000,7.685100,0.720029
4.386667,-0.900000,7.770490,0.723412
4.410000,-1.500000,7.599710,0.733493
4.433333,-1.000000,7.855880,0.737245
4.456667,-1.200000,8.026660,0.740565
4.480000,-1.000000,7.343540,0.743866
4.503333,-1.000000,7.685100,0.747147
