# Date: 20200217
# Operator: JLC&LM
# Notes: Flamingo samples post SP3 heat
# Tap_cm: 6.0
# Sample: Flamingo-5
# Fit of Tap:
#	Ic = 128 +/- 0.02 A
#	n = 30.1 +/- 0.26 
#	Vc = 6 uV
#	Vfloor = -0.759 +/- 0.0038 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-1.100000,5.208790,0.034723
0.023333,-1.100000,5.123400,0.051367
0.046667,-1.400000,5.208790,0.054807
0.070000,-0.900000,5.208790,0.058098
0.093333,-1.000000,5.550350,0.061401
0.116667,-1.000000,5.294180,0.064694
0.140000,-0.900000,5.208790,0.067983
0.163333,-0.900000,5.208790,0.071287
0.186667,-0.900000,5.294180,0.074575
0.210000,-1.100000,5.464960,0.077901
0.233333,-1.100000,5.379570,0.081198
0.256667,-1.200000,5.123400,0.084482
0.280000,-0.900000,5.294180,0.087808
0.303333,-1.200000,5.123400,0.091111
0.326667,-1.300000,5.635740,0.094403
0.350000,-1.200000,5.379570,0.097690
0.373333,-1.100000,5.379570,0.100991
0.396667,-1.000000,5.379570,0.104279
0.420000,-0.900000,5.379570,0.107563
0.443333,-1.000000,5.635740,0.110886
0.466667,-1.100000,5.550350,0.114177
0.490000,-1.000000,5.208790,0.117466
0.513333,-1.000000,5.464960,0.120761
0.536667,-1.300000,5.464960,0.124054
0.560000,-1.100000,5.721130,0.127351
0.583333,-1.400000,5.294180,0.130648
0.606667,-1.000000,5.379570,0.133954
0.630000,-1.400000,5.464960,0.137239
0.653333,-1.400000,5.379570,0.140533
0.676667,-1.100000,5.635740,0.147613
0.700000,-1.000000,5.379570,0.153365
0.723333,-1.100000,5.379570,0.157139
0.746667,-1.100000,5.721130,0.160469
0.770000,-1.200000,5.806520,0.163766
0.793333,-1.100000,5.379570,0.167054
0.816667,-1.200000,5.379570,0.170354
0.840000,-1.200000,5.550350,0.173653
0.863333,-0.900000,5.891910,0.177029
0.886667,-1.300000,5.721130,0.180615
0.910000,-0.900000,5.464960,0.183977
0.933333,-1.000000,5.635740,0.187274
0.956667,-1.200000,5.635740,0.190563
0.980000,-1.200000,5.635740,0.193858
1.003333,-1.300000,5.635740,0.197145
1.026667,-1.000000,5.550350,0.200433
1.050000,-1.200000,5.550350,0.203723
