# Date: 20200217
# Operator: JLC&LM
# Notes: Flamingo samples post SP3 heat
# Tap_cm: 6.0
# Sample: Flamingo-6
# Fit of Tap:
#	Ic = 126 +/- 0.02 A
#	n = 36.1 +/- 0.35 
#	Vc = 6 uV
#	Vfloor = -0.627 +/- 0.0036 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-1.100000,5.294180,0.070787
0.023333,-1.000000,5.123400,0.132020
0.046667,-0.900000,5.464960,0.135496
0.070000,-1.100000,5.550350,0.138875
0.093333,-1.000000,5.208790,0.142249
0.116667,-1.100000,5.379570,0.145621
0.140000,-0.900000,5.294180,0.148991
0.163333,-1.000000,5.464960,0.152365
0.186667,-1.000000,4.952620,0.162292
0.210000,-0.900000,5.208790,0.166128
0.233333,-0.900000,5.294180,0.169590
0.256667,-0.900000,5.464960,0.172975
0.280000,-1.100000,5.123400,0.176344
0.303333,-0.800000,5.123400,0.179715
0.326667,-0.800000,5.123400,0.183091
0.350000,-0.700000,5.464960,0.186464
0.373333,-1.000000,5.379570,0.189838
0.396667,-1.000000,5.294180,0.193215
0.420000,-1.200000,5.464960,0.196581
0.443333,-0.800000,4.952620,0.199953
0.466667,-1.200000,5.464960,0.203320
0.490000,-0.400000,5.294180,0.206685
0.513333,-1.100000,5.294180,0.210059
0.536667,-0.900000,5.123400,0.213427
0.560000,-1.000000,5.208790,0.216795
0.583333,-1.100000,5.550350,0.220168
0.606667,-0.600000,5.294180,0.223542
0.630000,-1.000000,5.294180,0.226910
0.653333,-0.700000,5.379570,0.230304
0.676667,-0.900000,5.294180,0.233677
0.700000,-1.000000,5.464960,0.237051
0.723333,-0.600000,5.464960,0.240423
0.746667,-0.800000,5.294180,0.243799
0.770000,-0.900000,5.379570,0.247170
0.793333,-0.800000,5.464960,0.250539
0.816667,-0.800000,5.379570,0.253919
0.840000,-0.900000,5.550350,0.257295
0.863333,-1.200000,5.208790,0.260690
0.886667,-0.900000,5.379570,0.264241
0.910000,-1.000000,5.721130,0.267730
0.933333,-1.100000,5.550350,0.271124
0.956667,-0.900000,5.464960,0.274495
0.980000,-0.800000,5.464960,0.277964
1.003333,-0.900000,5.208790,0.281496
1.026667,-1.100000,5.464960,0.284980
1.050000,-1.000000,5.721130,0.288359
1.073333,-0.600000,5.635740,0.291745
1.096667,-0.600000,5.635740,0.295205
1.120000,-1.100000,5.464960,0.298742
1.143333,-0.900000,5.721130,0.302238
1.166667,-0.900000,5.806520,0.305617
1.190000,-1.000000,5.635740,0.309055
1.213333,-1.100000,5.635740,0.312601
1.236667,-1.000000,5.635740,0.316092
1.260000,-0.900000,5.721130,0.319522
1.283333,-1.000000,5.806520,0.322902
1.306667,-1.000000,5.464960,0.326313
1.330000,-0.900000,5.721130,0.329821
1.353333,-0.800000,5.635740,0.333316
1.376667,-1.000000,5.806520,0.336703
1.400000,-0.800000,5.891910,0.340102
1.423333,-1.000000,5.635740,0.343667
1.446667,-0.900000,5.635740,0.348628
1.470000,-1.000000,5.891910,0.352105
1.493333,-0.800000,5.891910,0.355481
1.516667,-0.900000,5.891910,0.358926
1.540000,-0.900000,5.977300,0.362458
1.563333,-1.200000,5.891910,0.368632
1.586667,-0.800000,6.233470,0.372088
1.610000,-0.900000,5.891910,0.375651
1.633333,-0.900000,5.977300,0.381824
1.656667,-0.900000,5.977300,0.385260
1.680000,-0.700000,5.977300,0.388731
1.703333,-1.000000,5.891910,0.392290
1.726667,-1.200000,5.721130,0.398358
1.750000,-1.300000,6.062690,0.401805
1.773333,-0.800000,6.062690,0.405232
1.796667,-1.000000,6.062690,0.408819
1.820000,-0.900000,5.721130,0.414912
1.843333,-0.900000,6.062690,0.418352
1.866667,-0.900000,6.148080,0.421777
1.890000,-0.700000,6.062690,0.425310
1.913333,-0.900000,6.148080,0.431545
1.936667,-0.800000,6.148080,0.434976
1.960000,-0.900000,6.404250,0.438392
1.983333,-0.900000,5.891910,0.441932
2.006667,-0.900000,5.977300,0.448885
2.030000,-1.000000,6.318860,0.456287
2.053333,-1.100000,6.062690,0.462481
2.076667,-1.100000,6.318860,0.469860
2.100000,-1.000000,6.233470,0.473435
2.123333,-0.800000,6.233470,0.480059
2.146667,-0.800000,5.977300,0.483505
2.170000,-1.000000,6.404250,0.486992
2.193333,-0.700000,6.148080,0.490517
2.216667,-0.900000,6.233470,0.497179
2.240000,-1.000000,6.318860,0.500640
2.263333,-0.700000,6.233470,0.504198
2.286667,-0.800000,6.148080,0.510872
2.310000,-0.900000,6.233470,0.514315
2.333333,-0.900000,6.318860,0.517688
2.356667,-0.900000,6.404250,0.521096
2.380000,-1.000000,6.318860,0.524469
2.403333,-1.000000,6.318860,0.527836
2.426667,-0.900000,6.318860,0.531239
2.450000,-0.900000,6.318860,0.534606
2.473333,-0.900000,6.404250,0.538021
2.496667,-0.800000,6.318860,0.541408
2.520000,-0.900000,6.318860,0.544780
2.543333,-1.300000,6.318860,0.548153
2.566667,-1.000000,6.489640,0.551527
2.590000,-1.000000,6.318860,0.554894
2.613333,-0.900000,6.233470,0.558269
2.636667,-0.700000,6.233470,0.561641
2.660000,-0.900000,6.575030,0.565016
2.683333,-1.000000,6.489640,0.568393
2.706667,-0.600000,6.660420,0.571768
2.730000,-0.900000,6.489640,0.575139
2.753333,-1.200000,6.575030,0.578515
2.776667,-0.800000,6.404250,0.581886
2.800000,-1.000000,6.660420,0.585258
2.823333,-1.100000,6.575030,0.588628
2.846667,-0.800000,6.318860,0.592001
2.870000,-0.700000,6.489640,0.595362
2.893333,-1.200000,6.489640,0.598763
2.916667,-0.900000,6.831200,0.602136
2.940000,-1.000000,6.745810,0.605522
2.963333,-1.000000,6.489640,0.608906
2.986667,-1.000000,6.575030,0.612287
3.010000,-0.800000,6.489640,0.615659
3.033333,-0.800000,6.916590,0.619042
3.056667,-1.000000,6.575030,0.622418
3.080000,-0.800000,6.660420,0.625790
3.103333,-0.900000,6.660420,0.629164
3.126667,-0.700000,6.831200,0.632540
3.150000,-0.900000,7.087370,0.635908
3.173333,-1.000000,6.745810,0.639284
3.196667,-1.000000,6.575030,0.642667
3.220000,-1.000000,6.660420,0.646040
3.243333,-1.100000,6.831200,0.649410
3.266667,-0.900000,7.087370,0.652776
3.290000,-1.100000,6.916590,0.656147
3.313333,-0.800000,6.745810,0.659542
3.336667,-1.000000,6.745810,0.662913
3.360000,-0.800000,6.575030,0.666280
3.383333,-1.000000,7.001980,0.669646
3.406667,-0.900000,7.001980,0.673040
3.430000,-0.900000,6.660420,0.676410
3.453333,-0.800000,6.575030,0.679792
3.476667,-0.800000,6.745810,0.683192
3.500000,-0.900000,7.087370,0.686567
3.523333,-0.800000,6.831200,0.689940
3.546667,-0.900000,6.831200,0.693310
3.570000,-1.200000,6.745810,0.696679
3.593333,-0.900000,7.001980,0.700050
3.616667,-1.000000,7.001980,0.703421
3.640000,-0.900000,7.172760,0.706787
3.663333,-1.000000,6.660420,0.710156
3.686667,-0.900000,6.831200,0.713536
3.710000,-0.800000,6.916590,0.716914
3.733333,-0.800000,7.001980,0.720299
3.756667,-0.800000,7.172760,0.723685
3.780000,-1.000000,7.087370,0.727054
3.803333,-0.900000,6.916590,0.730430
3.826667,-0.900000,6.831200,0.733803
3.850000,-0.900000,7.258150,0.737173
3.873333,-0.900000,7.258150,0.740544
3.896667,-0.900000,6.916590,0.743918
3.920000,-0.800000,7.343540,0.747281
3.943333,-0.800000,7.001980,0.750649
3.966667,-1.100000,7.258150,0.757912
3.990000,-0.800000,7.001980,0.763973
4.013333,-1.200000,7.343540,0.767849
4.036667,-0.900000,7.172760,0.771351
4.060000,-0.900000,7.172760,0.774745
4.083333,-0.900000,7.001980,0.778116
4.106667,-1.000000,7.001980,0.781491
4.130000,-1.000000,7.343540,0.784861
4.153333,-0.900000,7.343540,0.788236
4.176667,-0.600000,7.514320,0.791617
4.200000,-0.900000,7.172760,0.794986
4.223333,-0.900000,7.172760,0.798351
4.246667,-1.100000,7.343540,0.801730
4.270000,-1.200000,7.428930,0.805099
4.293333,-0.900000,7.428930,0.808476
4.316667,-0.800000,7.343540,0.811848
4.340000,-0.900000,7.258150,0.815217
4.363333,-0.800000,7.514320,0.818591
4.386667,-0.900000,7.599710,0.821962
4.410000,-1.000000,7.258150,0.825361
4.433333,-1.000000,7.172760,0.828758
4.456667,-1.000000,7.343540,0.832138
4.480000,-1.000000,7.685100,0.835503
4.503333,-1.000000,7.428930,0.838875
4.526667,-0.800000,7.343540,0.842246
4.550000,-0.900000,7.343540,0.845616
4.573333,-0.800000,7.258150,0.848984
4.596667,-0.800000,7.685100,0.852361
4.620000,-0.900000,7.514320,0.855726
4.643333,-0.900000,7.514320,0.859096
4.666667,-1.100000,7.343540,0.862468
4.690000,-1.000000,7.258150,0.865838
4.713333,-0.700000,7.514320,0.869207
4.736667,-1.000000,7.599710,0.872592
4.760000,-0.900000,7.258150,0.875961
4.783333,-0.900000,7.599710,0.879327
4.806667,-0.900000,7.343540,0.882700
4.830000,-0.900000,7.855880,0.886068
4.853333,-1.000000,7.514320,0.889472
4.876667,-1.000000,7.428930,0.892847
4.900000,-0.900000,7.685100,0.896213
4.923333,-0.900000,7.428930,0.899597
4.946667,-1.000000,7.685100,0.902971
4.970000,-0.900000,7.855880,0.906337
4.993333,-1.100000,7.514320,0.909712
5.016667,-1.200000,7.514320,0.913095
5.040000,-0.800000,7.514320,0.916472
5.063333,-1.100000,7.855880,0.919843
5.086667,-0.700000,7.770490,0.923214
5.110000,-1.000000,7.514320,0.926589
5.133333,-0.900000,7.599710,0.929962
5.156667,-0.900000,7.514320,0.933338
5.180000,-0.900000,7.855880,0.936708
5.203333,-1.000000,7.770490,0.940081
5.226667,-1.000000,7.514320,0.943459
5.250000,-0.700000,7.770490,0.946831
5.273333,-1.000000,7.685100,0.950200
5.296667,-0.700000,8.026660,0.953573
5.320000,-0.900000,7.941270,0.958913
5.343333,-0.900000,7.855880,1.008933
5.366667,-0.800000,7.685100,1.026756
5.390000,-0.900000,7.770490,1.030324
5.413333,-0.900000,7.941270,1.033724
5.436667,-0.800000,8.026660,1.037103
5.460000,-0.800000,7.941270,1.040498
5.483333,-1.000000,7.770490,1.043877
5.506667,-0.700000,8.026660,1.047259
5.530000,-0.900000,8.026660,1.050634
5.553333,-0.900000,7.941270,1.057860
5.576667,-1.200000,7.855880,1.063648
5.600000,-0.900000,8.112050,1.067507
5.623333,-0.900000,7.855880,1.070923
5.646667,-1.100000,8.026660,1.074308
5.670000,-0.800000,7.855880,1.077691
5.693333,-1.200000,8.026660,1.081099
5.716667,-0.700000,8.026660,1.084465
5.740000,-1.000000,8.112050,1.087835
5.763333,-0.800000,8.112050,1.091230
5.786667,-0.800000,7.941270,1.094597
5.810000,-1.000000,8.197440,1.097994
5.833333,-0.700000,8.112050,1.101365
5.856667,-0.900000,8.368220,1.104738
5.880000,-1.000000,8.282830,1.108110
5.903333,-1.100000,7.855880,1.111488
5.926667,-1.100000,8.026660,1.114855
5.950000,-0.800000,8.197440,1.118224
5.973333,-0.900000,8.282830,1.121600
5.996667,-0.800000,8.368220,1.124979
6.020000,-0.700000,8.112050,1.128352
6.043333,-0.900000,7.941270,1.131729
6.066667,-0.900000,8.282830,1.135096
