# Date: 20200212
# Operator: JLC
# Notes: SP2 pretest
# Tap_cm: 6.0
# Sample: SOX 363-C (463-794) -
# Fit of Tap:
#	Ic = 162 +/- 0.023 A
#	n = 38.5 +/- 0.38 
#	Vc = 6 uV
#	Vfloor = -0.672 +/- 0.0041 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-1.100000,5.379570,0.055812
0.023333,-1.000000,5.038010,0.113712
0.046667,-0.700000,5.635740,0.121525
0.070000,-0.900000,6.062690,0.125122
0.093333,-1.100000,5.635740,0.131540
0.116667,-1.200000,5.635740,0.134993
0.140000,-0.800000,4.952620,0.139065
0.163333,-1.000000,5.977300,0.142653
0.186667,-0.900000,5.891910,0.149101
0.210000,-0.700000,5.806520,0.152594
0.233333,-1.100000,5.294180,0.156083
0.256667,-0.800000,4.952620,0.162334
0.280000,-1.000000,5.721130,0.165673
0.303333,-1.000000,5.721130,0.169260
0.326667,-1.000000,4.952620,0.172706
0.350000,-0.800000,4.952620,0.178958
0.373333,-0.800000,5.891910,0.182301
0.396667,-0.800000,5.721130,0.185619
0.420000,-1.100000,5.550350,0.189039
0.443333,-0.900000,5.038010,0.195357
0.466667,-1.000000,5.721130,0.198698
0.490000,-0.900000,5.891910,0.202046
0.513333,-0.900000,4.867230,0.205469
0.536667,-1.000000,5.208790,0.211745
0.560000,-1.100000,6.062690,0.215091
0.583333,-1.200000,5.806520,0.218379
0.606667,-1.000000,5.038010,0.221686
0.630000,-1.000000,6.318860,0.224970
0.653333,-0.800000,5.208790,0.228246
0.676667,-0.900000,5.806520,0.231525
0.700000,-1.000000,5.891910,0.234807
0.723333,-0.900000,5.208790,0.238083
0.746667,-1.300000,5.977300,0.241359
0.770000,-1.000000,5.379570,0.244634
0.793333,-1.000000,5.123400,0.247913
0.816667,-0.900000,6.062690,0.251197
0.840000,-0.800000,4.952620,0.254481
0.863333,-1.100000,6.318860,0.257759
0.886667,-0.900000,5.977300,0.261055
0.910000,-1.000000,5.038010,0.264337
0.933333,-1.000000,6.148080,0.267619
0.956667,-0.900000,5.891910,0.270917
0.980000,-1.000000,6.148080,0.274193
1.003333,-1.100000,6.489640,0.277469
1.026667,-0.900000,4.952620,0.280748
1.050000,-0.800000,6.233470,0.284030
1.073333,-0.900000,5.891910,0.287324
1.096667,-1.200000,6.404250,0.290607
1.120000,-1.000000,6.404250,0.293889
1.143333,-1.000000,5.379570,0.297164
1.166667,-1.000000,6.062690,0.300442
1.190000,-1.200000,5.721130,0.303724
1.213333,-1.100000,6.404250,0.307000
1.236667,-1.200000,6.318860,0.310286
1.260000,-1.000000,5.464960,0.313604
1.283333,-1.100000,6.831200,0.324121
1.306667,-1.300000,6.233470,0.331831
1.330000,-0.900000,6.062690,0.335402
1.353333,-1.300000,6.660420,0.341899
1.376667,-1.000000,5.635740,0.346109
1.400000,-0.900000,6.575030,0.349664
1.423333,-1.100000,5.977300,0.356136
1.446667,-1.000000,6.575030,0.359575
1.470000,-0.900000,5.379570,0.363998
1.493333,-1.200000,5.379570,0.370434
1.516667,-0.800000,6.660420,0.373910
1.540000,-1.000000,6.831200,0.377494
1.563333,-0.800000,5.635740,0.381099
1.586667,-1.000000,6.404250,0.387528
1.610000,-1.000000,6.745810,0.391037
1.633333,-0.900000,5.635740,0.395063
1.656667,-0.900000,6.318860,0.398601
1.680000,-1.100000,5.464960,0.405113
1.703333,-1.000000,6.575030,0.408571
1.726667,-0.900000,5.635740,0.411971
1.750000,-0.900000,6.404250,0.415356
1.773333,-1.000000,6.404250,0.418744
1.796667,-1.100000,5.721130,0.422114
1.820000,-0.900000,6.575030,0.425498
1.843333,-0.900000,5.721130,0.428878
1.866667,-1.100000,6.404250,0.432261
1.890000,-0.900000,6.575030,0.435651
1.913333,-1.100000,5.806520,0.439027
1.936667,-1.200000,6.745810,0.442406
1.960000,-1.000000,5.891910,0.445794
1.983333,-0.900000,6.489640,0.449173
2.006667,-0.800000,6.660420,0.452573
2.030000,-1.000000,5.806520,0.455972
2.053333,-1.000000,6.575030,0.459354
2.076667,-1.100000,5.891910,0.462737
2.100000,-1.000000,6.575030,0.466114
2.123333,-1.200000,6.404250,0.469491
2.146667,-1.100000,6.318860,0.472870
2.170000,-0.800000,6.831200,0.476246
2.193333,-0.900000,5.891910,0.479622
2.216667,-1.100000,6.831200,0.483011
2.240000,-1.300000,5.977300,0.486397
2.263333,-0.900000,6.575030,0.489774
2.286667,-0.900000,7.087370,0.493151
2.310000,-1.000000,6.062690,0.496529
2.333333,-0.900000,6.916590,0.499903
2.356667,-1.100000,5.806520,0.503312
2.380000,-1.000000,7.001980,0.506717
2.403333,-1.000000,6.916590,0.510098
2.426667,-0.900000,6.062690,0.513513
2.450000,-1.200000,6.831200,0.516897
2.473333,-0.900000,5.977300,0.520322
2.496667,-1.000000,7.258150,0.523731
2.520000,-1.100000,7.001980,0.527110
2.543333,-1.000000,5.891910,0.530497
2.566667,-0.900000,6.916590,0.533890
2.590000,-0.900000,6.575030,0.537487
2.613333,-1.100000,7.087370,0.541108
2.636667,-1.200000,6.148080,0.547557
2.660000,-0.900000,7.001980,0.551049
2.683333,-1.100000,6.233470,0.555017
2.706667,-0.800000,7.172760,0.558562
2.730000,-1.100000,7.001980,0.565124
2.753333,-0.800000,7.258150,0.569255
2.776667,-1.000000,6.318860,0.572823
2.800000,-1.000000,6.233470,0.579271
2.823333,-1.000000,7.087370,0.582726
2.846667,-1.000000,6.233470,0.586883
2.870000,-0.900000,7.343540,0.590435
2.893333,-1.100000,6.318860,0.596900
2.916667,-1.200000,7.001980,0.600673
2.940000,-1.100000,6.916590,0.604296
2.963333,-1.100000,7.172760,0.610748
2.986667,-0.800000,7.001980,0.618233
3.010000,-1.100000,7.428930,0.624574
3.033333,-0.800000,6.404250,0.631307
3.056667,-1.000000,7.343540,0.634713
3.080000,-0.800000,6.233470,0.638132
3.103333,-1.000000,7.087370,0.644479
3.126667,-1.000000,6.233470,0.647820
3.150000,-0.900000,7.258150,0.651161
3.173333,-0.800000,6.660420,0.654565
3.196667,-1.000000,7.428930,0.660815
3.220000,-1.000000,6.489640,0.664177
3.243333,-1.000000,7.514320,0.667815
3.266667,-1.100000,7.428930,0.674264
3.290000,-1.300000,7.599710,0.677720
3.313333,-1.100000,6.233470,0.681542
3.336667,-1.000000,7.172760,0.685118
3.360000,-1.200000,7.514320,0.691529
3.383333,-1.000000,6.575030,0.694985
3.406667,-1.000000,7.343540,0.699062
3.430000,-0.800000,7.258150,0.702651
3.453333,-0.800000,7.599710,0.709119
3.476667,-1.200000,6.575030,0.713355
3.500000,-1.000000,7.514320,0.716916
3.523333,-1.100000,7.258150,0.723277
3.546667,-1.200000,7.685100,0.726746
3.570000,-0.900000,6.575030,0.730885
3.593333,-0.800000,7.428930,0.734429
3.616667,-0.900000,7.599710,0.740791
3.640000,-1.000000,7.599710,0.744653
3.663333,-1.000000,7.087370,0.748239
3.686667,-0.900000,6.745810,0.754750
3.710000,-1.200000,7.599710,0.758202
3.733333,-1.100000,6.745810,0.762313
3.756667,-1.000000,7.685100,0.765872
3.780000,-1.300000,6.575030,0.772263
3.803333,-1.300000,7.685100,0.775716
3.826667,-0.900000,7.001980,0.779988
3.850000,-0.900000,6.916590,0.786416
3.873333,-0.900000,7.428930,0.789880
3.896667,-0.800000,7.599710,0.793441
3.920000,-0.900000,6.660420,0.797014
3.943333,-1.200000,6.831200,0.804720
3.966667,-1.200000,7.685100,0.808583
3.990000,-1.000000,7.087370,0.812192
4.013333,-1.000000,7.599710,0.818620
4.036667,-0.900000,6.660420,0.822100
4.060000,-0.900000,7.685100,0.826211
4.083333,-1.100000,6.916590,0.829764
4.106667,-1.000000,7.428930,0.836249
4.130000,-1.100000,7.087370,0.839696
4.153333,-1.200000,7.770490,0.844076
4.176667,-1.100000,7.685100,0.850511
4.200000,-1.000000,7.001980,0.853985
4.223333,-0.800000,8.112050,0.858093
4.246667,-0.800000,6.831200,0.861656
4.270000,-0.900000,7.855880,0.868094
4.293333,-1.000000,7.001980,0.871533
4.316667,-1.300000,8.026660,0.875789
4.340000,-1.000000,7.770490,0.882235
4.363333,-0.800000,7.770490,0.885704
