# Date: 20200311
# Operator: JLC
# Notes: Ibis post test packet B
# Tap_cm: 6.0
# Sample: SOX 351-C 755.28-755.16
# Fit of Tap:
#	Ic = 119 +/- 0.014 A
#	n = 36.5 +/- 0.3 
#	Vc = 6 uV
#	Vfloor = -0.849 +/- 0.0042 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-1.200000,6.062690,0.044576
0.023333,-1.100000,5.977300,0.074406
0.046667,-1.000000,5.806520,0.078517
0.070000,-1.000000,5.977300,0.082059
0.093333,-1.000000,6.148080,0.085603
0.116667,-0.800000,6.062690,0.089161
0.140000,-0.900000,6.148080,0.092726
0.163333,-0.900000,5.891910,0.096344
0.186667,-1.200000,6.318860,0.099902
0.210000,-0.900000,6.062690,0.103458
0.233333,-0.800000,5.977300,0.106995
0.256667,-1.000000,5.977300,0.110535
0.280000,-1.000000,5.721130,0.114082
0.303333,-0.900000,6.148080,0.117640
0.326667,-1.000000,6.148080,0.121181
0.350000,-1.100000,5.891910,0.124717
0.373333,-0.900000,6.062690,0.128313
0.396667,-0.900000,5.977300,0.131867
0.420000,-1.000000,6.062690,0.135416
0.443333,-0.700000,5.977300,0.138969
0.466667,-1.100000,6.062690,0.142518
0.490000,-0.900000,5.721130,0.146054
0.513333,-1.000000,6.318860,0.149597
0.536667,-1.000000,6.233470,0.153150
0.560000,-0.900000,5.977300,0.156702
0.583333,-1.000000,5.891910,0.160241
0.606667,-1.000000,5.550350,0.163782
0.630000,-1.000000,6.233470,0.167316
0.653333,-0.900000,6.062690,0.170869
0.676667,-0.800000,6.233470,0.174432
0.700000,-1.100000,6.062690,0.178032
0.723333,-0.900000,6.062690,0.181633
0.746667,-0.800000,6.233470,0.185169
0.770000,-0.800000,6.233470,0.188808
0.793333,-1.000000,6.148080,0.192358
0.816667,-0.900000,5.891910,0.195912
0.840000,-1.000000,6.318860,0.199547
0.863333,-1.200000,6.318860,0.203082
0.886667,-0.800000,6.233470,0.206620
0.910000,-0.800000,6.062690,0.210173
0.933333,-1.100000,5.977300,0.213710
0.956667,-1.000000,6.233470,0.217269
0.980000,-1.100000,6.233470,0.220871
1.003333,-0.900000,6.318860,0.224436
1.026667,-0.800000,6.318860,0.228023
1.050000,-0.900000,6.148080,0.231456
1.073333,-0.700000,6.318860,0.234997
1.096667,-1.100000,6.404250,0.238496
1.120000,-1.000000,6.148080,0.241912
1.143333,-1.000000,5.977300,0.245437
1.166667,-0.900000,6.318860,0.248978
1.190000,-1.100000,6.745810,0.252520
1.213333,-0.900000,6.404250,0.256066
1.236667,-1.100000,6.489640,0.259618
1.260000,-0.800000,6.148080,0.263137
1.283333,-0.700000,6.575030,0.266652
1.306667,-0.900000,6.404250,0.270204
1.330000,-1.000000,6.404250,0.273735
1.353333,-0.900000,6.489640,0.277201
1.376667,-0.700000,6.233470,0.280690
1.400000,-0.900000,6.660420,0.284226
1.423333,-1.000000,6.489640,0.287747
1.446667,-1.000000,6.233470,0.291210
1.470000,-0.900000,6.489640,0.294735
1.493333,-1.200000,6.660420,0.298283
1.516667,-0.600000,6.660420,0.301822
1.540000,-1.000000,6.660420,0.305347
1.563333,-1.000000,6.831200,0.308904
1.586667,-0.900000,6.404250,0.312464
1.610000,-1.100000,6.745810,0.316002
1.633333,-1.100000,6.575030,0.319687
1.656667,-1.200000,6.318860,0.330529
1.680000,-1.100000,6.831200,0.334628
1.703333,-1.100000,6.489640,0.338195
1.726667,-1.100000,6.575030,0.341743
1.750000,-1.200000,6.404250,0.345302
1.773333,-1.000000,6.575030,0.348847
1.796667,-1.000000,6.831200,0.352396
1.820000,-0.900000,6.575030,0.355941
1.843333,-0.700000,6.575030,0.359500
1.866667,-0.900000,6.575030,0.363031
1.890000,-1.200000,6.745810,0.366567
1.913333,-0.900000,6.745810,0.370121
1.936667,-1.200000,6.831200,0.373680
1.960000,-1.000000,6.404250,0.377231
1.983333,-1.000000,6.575030,0.380776
2.006667,-0.800000,6.745810,0.384335
2.030000,-1.000000,6.660420,0.387936
2.053333,-0.900000,6.831200,0.391447
2.076667,-1.200000,6.916590,0.394947
2.100000,-0.900000,7.001980,0.398523
2.123333,-1.100000,6.916590,0.402076
2.146667,-0.900000,6.745810,0.405621
2.170000,-1.100000,6.660420,0.409106
2.193333,-0.700000,6.745810,0.412624
2.216667,-1.000000,6.916590,0.416153
2.240000,-0.900000,6.916590,0.419762
2.263333,-0.900000,6.916590,0.423301
2.286667,-1.100000,6.916590,0.426876
2.310000,-0.800000,6.489640,0.430434
2.333333,-1.100000,7.087370,0.433948
2.356667,-0.900000,7.172760,0.437511
2.380000,-1.200000,6.916590,0.441058
2.403333,-0.800000,6.745810,0.444583
2.426667,-0.900000,6.831200,0.448088
2.450000,-0.900000,7.087370,0.451498
2.473333,-1.100000,6.916590,0.454901
2.496667,-1.300000,7.172760,0.458392
2.520000,-1.000000,6.575030,0.461933
2.543333,-1.200000,7.001980,0.465362
2.566667,-1.000000,7.428930,0.468710
2.590000,-1.000000,7.087370,0.472073
2.613333,-1.000000,6.916590,0.475604
2.636667,-0.900000,6.916590,0.479204
2.660000,-1.000000,7.343540,0.482680
2.683333,-1.200000,7.087370,0.486193
2.706667,-0.900000,7.001980,0.489840
2.730000,-1.100000,7.001980,0.493384
2.753333,-1.100000,6.916590,0.496927
2.776667,-1.200000,7.258150,0.500437
2.800000,-0.900000,7.172760,0.503983
2.823333,-1.000000,7.258150,0.507546
2.846667,-0.800000,7.258150,0.511112
2.870000,-0.800000,6.916590,0.514655
2.893333,-1.000000,7.428930,0.518209
2.916667,-1.000000,7.258150,0.521746
2.940000,-1.000000,7.343540,0.525339
2.963333,-1.000000,6.831200,0.528900
2.986667,-1.000000,7.343540,0.532426
3.010000,-0.900000,7.428930,0.535969
3.033333,-1.000000,7.172760,0.539608
3.056667,-1.100000,7.343540,0.543145
3.080000,-1.000000,7.343540,0.546588
3.103333,-1.000000,7.343540,0.549991
3.126667,-1.000000,7.343540,0.553460
3.150000,-1.000000,7.258150,0.556783
3.173333,-1.100000,7.428930,0.560169
3.196667,-1.100000,7.001980,0.563707
3.220000,-1.100000,7.343540,0.567158
3.243333,-0.900000,7.428930,0.570475
3.266667,-1.300000,7.428930,0.576661
3.290000,-1.300000,7.172760,0.580378
3.313333,-1.200000,7.599710,0.583914
3.336667,-1.100000,7.343540,0.587459
3.360000,-0.800000,7.428930,0.590992
3.383333,-1.100000,7.685100,0.594516
3.406667,-0.700000,7.428930,0.598061
3.430000,-0.900000,7.685100,0.601593
3.453333,-1.100000,7.428930,0.605134
3.476667,-0.900000,7.514320,0.608724
3.500000,-0.900000,7.172760,0.612287
3.523333,-1.100000,7.599710,0.615821
3.546667,-0.800000,7.685100,0.619368
3.570000,-0.900000,7.514320,0.627247
3.593333,-0.900000,7.599710,0.633834
3.616667,-0.800000,7.685100,0.637866
3.640000,-1.100000,7.685100,0.641454
3.663333,-0.900000,7.514320,0.644921
3.686667,-0.900000,7.770490,0.648261
3.710000,-1.000000,7.685100,0.651673
3.733333,-1.100000,7.855880,0.655221
3.756667,-0.900000,7.770490,0.658819
3.780000,-1.000000,7.343540,0.662258
3.803333,-0.900000,7.941270,0.665775
3.826667,-1.000000,7.685100,0.669332
3.850000,-0.800000,7.599710,0.672872
3.873333,-1.000000,7.770490,0.676456
