# Date: 20200212
# Operator: JLC
# Notes: SP2 pretest
# Tap_cm: 6.0
# Sample: SOX 363-C (463-794)-4
# Fit of Tap:
#	Ic = 166 +/- 0.018 A
#	n = 35.6 +/- 0.27 
#	Vc = 6 uV
#	Vfloor = -1.44 +/- 0.0036 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-1.800000,4.354890,0.057361
0.023333,-1.700000,3.927940,0.081600
0.046667,-1.800000,4.611060,0.086735
0.070000,-1.700000,4.098720,0.090266
0.093333,-1.900000,4.184110,0.093651
0.116667,-1.600000,4.098720,0.097045
0.140000,-1.700000,4.184110,0.100427
0.163333,-2.000000,4.354890,0.103837
0.186667,-1.700000,4.269500,0.107228
0.210000,-1.700000,3.927940,0.110615
0.233333,-1.800000,4.269500,0.113987
0.256667,-1.700000,4.013330,0.117367
0.280000,-1.800000,4.354890,0.120739
0.303333,-2.100000,4.269500,0.124112
0.326667,-1.500000,4.098720,0.127492
0.350000,-1.700000,4.013330,0.130860
0.373333,-1.800000,3.842550,0.134236
0.396667,-1.900000,4.354890,0.137613
0.420000,-1.700000,4.013330,0.140983
0.443333,-1.600000,4.525670,0.144357
0.466667,-1.800000,4.098720,0.147737
0.490000,-1.500000,4.184110,0.151109
0.513333,-1.700000,4.440280,0.154481
0.536667,-1.800000,4.269500,0.157851
0.560000,-1.800000,4.098720,0.161234
0.583333,-1.800000,4.013330,0.164650
0.606667,-1.500000,4.098720,0.168033
0.630000,-1.800000,4.440280,0.171411
0.653333,-1.700000,4.269500,0.174783
0.676667,-1.900000,4.184110,0.178158
0.700000,-1.900000,4.184110,0.181535
0.723333,-1.900000,4.184110,0.184904
0.746667,-1.900000,4.525670,0.188283
0.770000,-1.700000,4.440280,0.191656
0.793333,-1.700000,4.354890,0.195029
0.816667,-1.500000,4.184110,0.198423
0.840000,-2.000000,4.098720,0.201804
0.863333,-1.700000,4.525670,0.205184
0.886667,-1.700000,4.354890,0.208560
0.910000,-1.700000,4.269500,0.211931
0.933333,-1.900000,4.269500,0.215303
0.956667,-1.600000,4.354890,0.218681
0.980000,-1.500000,4.525670,0.222054
1.003333,-1.700000,4.440280,0.225440
1.026667,-1.600000,4.440280,0.228813
1.050000,-1.700000,4.354890,0.232182
1.073333,-1.600000,4.525670,0.235570
1.096667,-1.600000,4.781840,0.239003
1.120000,-1.800000,4.525670,0.242573
