# Date: 20200212
# Operator: JLC
# Notes: SP2 pretest
# Tap_cm: 6.0
# Sample: SOX 363-C (463-794)-4
# Fit of Tap:
#	Ic = 166 +/- 0.019 A
#	n = 41.1 +/- 0.34 
#	Vc = 6 uV
#	Vfloor = -1.38 +/- 0.0033 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-1.800000,4.354890,0.042094
0.023333,-1.700000,4.440280,0.066923
0.046667,-1.700000,4.184110,0.077449
0.070000,-1.700000,4.269500,0.081354
0.093333,-1.400000,4.184110,0.084775
0.116667,-1.600000,4.440280,0.088167
0.140000,-1.600000,4.354890,0.091544
0.163333,-1.600000,4.269500,0.094965
0.186667,-1.700000,4.354890,0.098348
0.210000,-1.800000,3.927940,0.101735
0.233333,-1.700000,4.525670,0.105111
0.256667,-1.600000,4.440280,0.108484
0.280000,-1.700000,4.098720,0.111861
0.303333,-1.600000,4.184110,0.115238
0.326667,-1.600000,4.098720,0.118621
0.350000,-1.800000,4.269500,0.121990
0.373333,-1.500000,4.354890,0.125369
0.396667,-1.700000,4.184110,0.128750
0.420000,-1.900000,4.269500,0.132125
0.443333,-1.700000,4.098720,0.135497
0.466667,-1.600000,4.696450,0.138874
0.490000,-1.500000,4.354890,0.142245
0.513333,-1.700000,4.184110,0.145616
0.536667,-1.600000,4.269500,0.148989
0.560000,-1.500000,4.354890,0.152364
0.583333,-1.500000,4.525670,0.155769
0.606667,-1.500000,4.440280,0.159154
0.630000,-1.700000,4.440280,0.162535
0.653333,-1.600000,4.269500,0.165913
0.676667,-1.800000,4.525670,0.169287
0.700000,-1.700000,4.781840,0.172659
0.723333,-1.700000,4.525670,0.176034
0.746667,-1.600000,4.440280,0.179419
0.770000,-1.700000,4.440280,0.182791
0.793333,-1.800000,4.440280,0.186165
0.816667,-1.700000,4.440280,0.189548
0.840000,-2.000000,4.440280,0.192930
0.863333,-1.700000,4.611060,0.196308
0.886667,-1.600000,4.611060,0.199688
0.910000,-1.200000,4.440280,0.203061
0.933333,-1.700000,4.696450,0.206462
0.956667,-1.400000,4.611060,0.209846
0.980000,-1.600000,4.611060,0.213218
1.003333,-1.700000,4.611060,0.216607
1.026667,-1.700000,4.525670,0.219980
1.050000,-1.700000,4.781840,0.223358
1.073333,-1.700000,4.611060,0.226739
1.096667,-1.600000,4.696450,0.230124
1.120000,-1.800000,4.611060,0.233495
1.143333,-1.800000,4.867230,0.236867
1.166667,-1.800000,4.867230,0.240243
1.190000,-1.800000,4.525670,0.243616
1.213333,-1.500000,4.525670,0.246992
1.236667,-1.900000,4.440280,0.250373
1.260000,-1.900000,5.038010,0.253744
1.283333,-1.600000,4.781840,0.257151
1.306667,-1.700000,4.696450,0.260581
1.330000,-1.900000,4.696450,0.263969
1.353333,-1.600000,4.440280,0.267396
1.376667,-1.500000,5.208790,0.270784
1.400000,-1.700000,4.781840,0.274168
1.423333,-1.600000,4.696450,0.277546
1.446667,-1.600000,4.781840,0.280929
1.470000,-1.600000,4.952620,0.284312
1.493333,-1.500000,5.123400,0.287692
1.516667,-1.700000,4.696450,0.291071
1.540000,-1.600000,4.867230,0.294524
1.563333,-1.700000,4.867230,0.298116
1.586667,-1.700000,4.696450,0.301619
1.610000,-1.900000,5.123400,0.305033
1.633333,-1.500000,5.038010,0.308412
1.656667,-1.500000,4.867230,0.311788
1.680000,-1.500000,4.952620,0.315172
1.703333,-1.500000,4.952620,0.318561
1.726667,-1.800000,5.123400,0.321940
1.750000,-1.500000,4.952620,0.325317
1.773333,-1.600000,4.781840,0.328697
1.796667,-1.500000,4.867230,0.332071
1.820000,-1.900000,4.867230,0.335447
1.843333,-1.600000,5.123400,0.338821
1.866667,-1.600000,4.952620,0.342191
1.890000,-1.600000,4.952620,0.345564
1.913333,-1.800000,5.038010,0.348941
1.936667,-1.700000,4.781840,0.352317
1.960000,-1.800000,5.208790,0.355715
1.983333,-1.600000,5.294180,0.359098
2.006667,-1.800000,5.038010,0.362471
2.030000,-1.400000,4.952620,0.365848
2.053333,-1.600000,4.867230,0.369235
2.076667,-1.700000,5.038010,0.379440
2.100000,-1.900000,5.038010,0.383354
2.123333,-1.600000,5.379570,0.386773
2.146667,-1.600000,5.294180,0.390159
2.170000,-1.700000,5.294180,0.393537
2.193333,-1.700000,5.464960,0.396909
2.216667,-1.800000,5.123400,0.400286
2.240000,-1.200000,5.208790,0.403676
2.263333,-1.800000,5.294180,0.407056
2.286667,-1.700000,5.123400,0.410436
2.310000,-1.600000,5.208790,0.413815
2.333333,-1.500000,5.208790,0.417192
2.356667,-1.500000,5.550350,0.420566
2.380000,-1.700000,5.294180,0.423942
2.403333,-1.400000,5.294180,0.427350
2.426667,-1.500000,5.379570,0.430729
2.450000,-1.600000,5.208790,0.434108
2.473333,-1.500000,5.550350,0.437517
2.496667,-1.600000,5.464960,0.440908
2.520000,-1.700000,5.294180,0.444281
2.543333,-1.500000,5.550350,0.447658
2.566667,-1.700000,5.550350,0.451040
2.590000,-1.500000,5.550350,0.454421
2.613333,-1.700000,5.379570,0.457807
2.636667,-1.600000,5.379570,0.461187
2.660000,-1.300000,5.550350,0.464565
2.683333,-1.600000,5.464960,0.467945
2.706667,-1.700000,5.891910,0.471324
2.730000,-1.900000,5.464960,0.474701
2.753333,-1.400000,5.550350,0.478110
2.776667,-1.600000,5.464960,0.481486
2.800000,-1.500000,5.294180,0.484859
2.823333,-1.600000,5.806520,0.488266
