# Date: 20200217
# Operator: JLC&LM
# Notes: Flamingo samples post SP3 heat
# Tap_cm: 6.0
# Sample: Flamingo-3
# Fit of Tap:
#	Ic = 109 +/- 0.012 A
#	n = 38.5 +/- 0.32 
#	Vc = 6 uV
#	Vfloor = -1.33 +/- 0.0038 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-1.200000,4.781840,0.058267
0.023333,-1.600000,5.379570,0.076311
0.046667,-1.300000,5.294180,0.080333
0.070000,-1.400000,4.611060,0.083766
0.093333,-1.600000,5.038010,0.087074
0.116667,-1.500000,4.952620,0.090423
0.140000,-1.600000,5.550350,0.093895
0.163333,-1.400000,5.038010,0.097288
0.186667,-1.400000,4.781840,0.100592
0.210000,-1.400000,5.038010,0.103893
0.233333,-1.500000,4.781840,0.107232
0.256667,-1.800000,5.208790,0.110666
0.280000,-1.400000,4.696450,0.115496
0.303333,-1.500000,5.038010,0.118888
0.326667,-1.400000,5.038010,0.122219
0.350000,-1.400000,4.781840,0.125683
0.373333,-1.400000,5.294180,0.129139
0.396667,-1.500000,4.696450,0.132521
0.420000,-1.700000,5.208790,0.135810
0.443333,-1.600000,5.038010,0.139157
0.466667,-1.700000,4.952620,0.142672
0.490000,-1.600000,5.294180,0.146084
0.513333,-1.500000,4.867230,0.149386
0.536667,-1.500000,4.867230,0.152682
0.560000,-1.600000,4.696450,0.156029
0.583333,-1.400000,5.294180,0.159478
0.606667,-1.400000,5.294180,0.162984
0.630000,-1.500000,5.038010,0.166283
0.653333,-1.500000,5.123400,0.169635
0.676667,-1.400000,5.123400,0.173120
0.700000,-1.400000,5.635740,0.176532
0.723333,-1.700000,5.294180,0.179833
0.746667,-1.600000,5.038010,0.183131
0.770000,-1.300000,5.208790,0.186471
0.793333,-1.400000,5.038010,0.189919
0.816667,-1.400000,5.635740,0.193386
0.840000,-1.700000,5.379570,0.196695
0.863333,-1.100000,4.867230,0.200050
0.886667,-1.400000,5.379570,0.203395
0.910000,-1.500000,5.123400,0.206839
0.933333,-1.300000,5.379570,0.210268
0.956667,-1.600000,5.464960,0.213573
0.980000,-1.400000,5.123400,0.216877
1.003333,-1.400000,5.294180,0.220227
1.026667,-1.300000,5.379570,0.223666
1.050000,-1.600000,5.550350,0.227093
1.073333,-1.500000,5.635740,0.230393
1.096667,-1.400000,4.952620,0.233734
1.120000,-1.600000,5.379570,0.237206
1.143333,-1.500000,5.038010,0.240627
1.166667,-1.600000,5.550350,0.243940
1.190000,-1.400000,5.635740,0.247231
1.213333,-1.500000,5.038010,0.250520
1.236667,-1.700000,5.464960,0.253814
1.260000,-1.900000,5.550350,0.263760
1.283333,-1.500000,5.379570,0.267690
1.306667,-1.500000,5.635740,0.271110
1.330000,-1.600000,5.208790,0.274516
1.353333,-1.600000,5.721130,0.277917
1.376667,-1.300000,5.464960,0.281316
1.400000,-1.400000,5.379570,0.284714
1.423333,-1.500000,5.379570,0.288093
1.446667,-1.600000,5.464960,0.291476
1.470000,-1.500000,5.721130,0.294872
1.493333,-1.400000,5.464960,0.298268
1.516667,-1.500000,5.550350,0.301684
1.540000,-1.400000,5.635740,0.305074
1.563333,-1.300000,5.379570,0.308473
1.586667,-1.400000,5.721130,0.311872
1.610000,-1.600000,5.464960,0.315270
1.633333,-1.400000,5.635740,0.318649
1.656667,-1.400000,5.806520,0.322055
1.680000,-1.400000,5.550350,0.325456
1.703333,-1.400000,5.721130,0.328854
1.726667,-1.600000,5.464960,0.332243
1.750000,-1.400000,5.721130,0.335638
1.773333,-1.800000,5.635740,0.339050
1.796667,-1.500000,5.806520,0.342442
1.820000,-1.300000,5.891910,0.345841
1.843333,-1.600000,5.635740,0.349262
1.866667,-1.400000,5.891910,0.352646
1.890000,-1.500000,5.550350,0.356050
1.913333,-1.600000,6.062690,0.359437
1.936667,-1.600000,6.062690,0.362835
1.960000,-1.500000,5.550350,0.366225
1.983333,-1.700000,6.062690,0.369611
2.006667,-1.600000,5.635740,0.373003
2.030000,-1.200000,6.062690,0.376393
2.053333,-1.400000,6.062690,0.379780
2.076667,-1.500000,5.721130,0.383190
2.100000,-1.100000,5.721130,0.386585
