# Date: 20200212
# Operator: JLC
# Notes: SP2 pretest
# Tap_cm: 6.0
# Sample: SOX 363-C (463-794)-2
# Fit of Tap:
#	Ic = 162 +/- 0.018 A
#	n = 42.6 +/- 0.38 
#	Vc = 6 uV
#	Vfloor = -0.516 +/- 0.0037 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-0.800000,5.550350,0.039882
0.023333,-0.900000,5.806520,0.060517
0.046667,-0.400000,5.891910,0.064067
0.070000,-1.000000,5.635740,0.067440
0.093333,-0.900000,5.977300,0.070813
0.116667,-0.800000,5.721130,0.074185
0.140000,-0.700000,5.891910,0.077553
0.163333,-0.700000,5.721130,0.080921
0.186667,-0.900000,5.721130,0.084301
0.210000,-0.800000,5.635740,0.087674
0.233333,-0.800000,5.550350,0.091052
0.256667,-0.800000,5.977300,0.094421
0.280000,-1.000000,5.891910,0.097786
0.303333,-0.600000,5.721130,0.101150
0.326667,-0.800000,5.550350,0.104518
0.350000,-1.000000,5.721130,0.107884
0.373333,-1.100000,5.550350,0.111291
0.396667,-0.800000,5.977300,0.114665
0.420000,-1.000000,5.977300,0.118029
0.443333,-0.900000,5.294180,0.121409
0.466667,-1.000000,5.635740,0.124781
0.490000,-0.600000,5.806520,0.128152
0.513333,-0.900000,5.977300,0.131518
0.536667,-1.000000,5.635740,0.134891
0.560000,-0.900000,5.294180,0.138258
0.583333,-1.100000,5.806520,0.141631
0.606667,-0.700000,5.977300,0.145011
0.630000,-0.900000,5.977300,0.148378
0.653333,-0.700000,5.977300,0.151748
0.676667,-1.000000,5.294180,0.155119
0.700000,-0.700000,6.148080,0.158481
0.723333,-0.700000,6.148080,0.161851
0.746667,-0.700000,5.977300,0.165221
0.770000,-0.900000,5.806520,0.168590
0.793333,-0.900000,5.294180,0.171955
0.816667,-0.900000,6.318860,0.175327
0.840000,-0.800000,6.233470,0.178700
0.863333,-0.700000,6.062690,0.182104
0.886667,-1.000000,6.233470,0.191797
0.910000,-0.800000,6.148080,0.195665
0.933333,-0.800000,5.977300,0.199066
0.956667,-0.900000,5.977300,0.202442
0.980000,-1.000000,5.891910,0.205810
1.003333,-0.700000,6.062690,0.209177
1.026667,-0.600000,6.062690,0.212546
1.050000,-0.900000,6.062690,0.215914
1.073333,-0.900000,5.977300,0.219294
1.096667,-0.800000,5.891910,0.222665
1.120000,-0.900000,6.233470,0.226037
1.143333,-0.800000,6.148080,0.229402
1.166667,-0.800000,5.891910,0.232770
1.190000,-0.900000,6.062690,0.236140
1.213333,-0.900000,5.977300,0.239513
1.236667,-0.800000,6.404250,0.242890
1.260000,-0.600000,6.233470,0.246250
1.283333,-0.600000,5.977300,0.249618
1.306667,-1.000000,6.062690,0.252987
1.330000,-0.900000,5.977300,0.256354
1.353333,-0.800000,6.404250,0.259747
1.376667,-0.700000,6.148080,0.263114
1.400000,-0.900000,6.148080,0.266483
1.423333,-1.000000,6.148080,0.269851
1.446667,-0.800000,5.977300,0.273221
1.470000,-1.100000,6.489640,0.276581
1.493333,-0.500000,6.660420,0.279945
1.516667,-0.700000,6.148080,0.283319
1.540000,-1.100000,6.233470,0.286688
1.563333,-0.900000,6.062690,0.290058
1.586667,-1.000000,6.489640,0.293436
1.610000,-0.700000,6.489640,0.296807
1.633333,-0.900000,6.404250,0.300177
1.656667,-1.000000,6.148080,0.303544
1.680000,-0.700000,6.148080,0.306923
1.703333,-0.900000,6.575030,0.310295
1.726667,-0.700000,6.404250,0.313664
1.750000,-1.200000,6.318860,0.317031
1.773333,-0.900000,6.404250,0.320402
1.796667,-0.900000,6.318860,0.323769
1.820000,-0.600000,6.660420,0.327130
1.843333,-0.800000,6.489640,0.330527
1.866667,-1.000000,6.404250,0.333903
1.890000,-0.600000,6.489640,0.337270
1.913333,-0.900000,6.233470,0.340640
1.936667,-0.800000,6.575030,0.344007
1.960000,-0.800000,6.489640,0.347377
1.983333,-0.900000,6.575030,0.350746
2.006667,-0.600000,6.575030,0.354113
2.030000,-0.800000,6.404250,0.357480
2.053333,-0.700000,6.745810,0.360855
2.076667,-0.700000,6.575030,0.364231
2.100000,-1.000000,6.575030,0.367593
2.123333,-0.900000,6.745810,0.370963
2.146667,-0.900000,6.318860,0.374328
2.170000,-0.700000,6.660420,0.377697
2.193333,-0.800000,6.660420,0.381066
2.216667,-0.900000,6.745810,0.384441
2.240000,-0.800000,6.575030,0.387807
2.263333,-0.800000,6.318860,0.391172
2.286667,-1.100000,6.745810,0.394536
2.310000,-0.900000,6.745810,0.397900
2.333333,-0.700000,6.831200,0.401290
2.356667,-0.900000,6.831200,0.404660
2.380000,-0.700000,6.318860,0.408027
2.403333,-1.000000,6.831200,0.411406
2.426667,-0.700000,6.916590,0.414776
2.450000,-0.800000,6.745810,0.418141
2.473333,-1.000000,6.318860,0.421530
2.496667,-0.800000,6.575030,0.424917
2.520000,-0.900000,7.001980,0.428282
2.543333,-0.900000,6.916590,0.431652
2.566667,-0.700000,6.916590,0.435021
2.590000,-0.900000,6.318860,0.438388
2.613333,-1.000000,6.831200,0.441758
2.636667,-0.600000,7.001980,0.445126
2.660000,-0.600000,7.087370,0.448497
2.683333,-0.800000,6.831200,0.451865
2.706667,-1.000000,6.404250,0.455234
2.730000,-0.900000,7.172760,0.458603
2.753333,-0.700000,7.343540,0.461967
2.776667,-0.800000,7.001980,0.465333
2.800000,-0.700000,6.831200,0.468698
2.823333,-1.200000,6.660420,0.472085
2.846667,-0.800000,7.172760,0.475457
2.870000,-0.900000,7.001980,0.478827
2.893333,-0.800000,7.001980,0.482218
2.916667,-0.600000,7.258150,0.492221
2.940000,-0.800000,7.258150,0.496178
2.963333,-0.600000,7.087370,0.499608
2.986667,-1.000000,6.916590,0.502984
3.010000,-0.700000,6.831200,0.506359
3.033333,-1.100000,7.258150,0.509768
3.056667,-0.700000,7.087370,0.513149
3.080000,-0.800000,7.001980,0.516525
3.103333,-0.700000,7.001980,0.519900
3.126667,-0.800000,7.001980,0.523284
3.150000,-1.100000,7.343540,0.526664
3.173333,-0.800000,7.001980,0.530042
3.196667,-0.800000,7.172760,0.533415
3.220000,-0.700000,7.428930,0.536789
