# Date: 20200311
# Operator: JLC
# Notes: Ibis post test packet B
# Tap_cm: 6.0
# Sample: SOX 351-C 755.28-755.16
# Fit of Tap:
#	Ic = 119 +/- 0.017 A
#	n = 48.2 +/- 0.65 
#	Vc = 6 uV
#	Vfloor = -1.18 +/- 0.0056 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-2.000000,6.745810,0.050351
0.023333,-2.100000,6.745810,0.077663
0.046667,-1.500000,6.660420,0.082733
0.070000,-1.900000,6.745810,0.089017
0.093333,-1.600000,6.745810,0.094443
0.116667,-1.900000,6.660420,0.097903
0.140000,-1.800000,6.660420,0.105919
0.163333,-1.800000,6.745810,0.109498
0.186667,-1.800000,6.660420,0.112938
0.210000,-1.500000,6.660420,0.116426
0.233333,-1.700000,6.575030,0.119873
0.256667,-1.700000,6.404250,0.123363
0.280000,-1.700000,6.916590,0.126683
0.303333,-1.800000,6.745810,0.131865
0.326667,-1.700000,6.660420,0.135501
0.350000,-1.900000,6.233470,0.139117
0.373333,-1.800000,6.745810,0.142923
0.396667,-1.800000,6.575030,0.146487
0.420000,-1.700000,6.745810,0.149883
0.443333,-2.000000,6.660420,0.156446
0.466667,-1.400000,6.916590,0.159973
0.490000,-1.900000,6.660420,0.167547
0.513333,-1.900000,6.318860,0.173940
0.536667,-2.000000,6.916590,0.179766
0.560000,-1.600000,6.831200,0.183515
0.583333,-1.700000,6.575030,0.187025
0.606667,-1.900000,6.660420,0.190698
0.630000,-2.000000,7.001980,0.194358
0.653333,-2.000000,6.831200,0.197967
0.676667,-2.000000,6.660420,0.201433
0.700000,-1.800000,6.831200,0.204990
0.723333,-2.000000,6.916590,0.215108
0.746667,-1.800000,7.087370,0.219205
0.770000,-2.000000,6.489640,0.222793
0.793333,-2.100000,7.258150,0.226376
0.816667,-1.600000,7.001980,0.229793
0.840000,-1.700000,6.745810,0.233211
0.863333,-1.800000,6.916590,0.236702
0.886667,-1.700000,6.660420,0.240402
0.910000,-2.000000,7.258150,0.244047
0.933333,-1.500000,6.745810,0.247675
0.956667,-1.700000,6.831200,0.251225
0.980000,-1.700000,6.916590,0.254656
1.003333,-1.800000,6.916590,0.258409
1.026667,-1.800000,7.001980,0.261946
1.050000,-1.700000,7.087370,0.265486
1.073333,-1.800000,6.916590,0.269191
1.096667,-1.900000,6.660420,0.272801
1.120000,-1.800000,7.172760,0.276283
1.143333,-1.900000,7.087370,0.279820
1.166667,-1.500000,7.001980,0.283668
1.190000,-1.800000,6.831200,0.287318
1.213333,-1.900000,6.745810,0.290926
1.236667,-1.600000,7.001980,0.294566
1.260000,-1.900000,7.087370,0.298000
1.283333,-2.000000,7.172760,0.301423
1.306667,-1.700000,6.916590,0.304923
1.330000,-1.500000,6.916590,0.308647
1.353333,-1.600000,7.172760,0.312346
1.376667,-1.700000,7.258150,0.315996
1.400000,-1.800000,7.258150,0.319687
1.423333,-1.400000,6.831200,0.323402
1.446667,-1.600000,7.428930,0.326959
1.470000,-1.900000,7.343540,0.330451
1.493333,-1.600000,6.916590,0.334033
1.516667,-1.900000,7.172760,0.337963
1.540000,-1.800000,7.087370,0.341698
1.563333,-1.700000,7.514320,0.345650
1.586667,-1.600000,7.258150,0.349325
1.610000,-1.900000,7.258150,0.353153
1.633333,-1.400000,7.343540,0.356789
1.656667,-1.900000,7.428930,0.360740
1.680000,-1.500000,7.258150,0.364417
1.703333,-1.600000,7.172760,0.368479
1.726667,-2.100000,6.916590,0.372474
1.750000,-1.800000,7.514320,0.376368
1.773333,-1.500000,7.514320,0.380056
1.796667,-1.600000,7.087370,0.383747
1.820000,-1.900000,7.428930,0.387902
1.843333,-1.600000,7.172760,0.391646
1.866667,-1.600000,7.685100,0.395486
1.890000,-1.900000,7.514320,0.399191
1.913333,-1.500000,7.428930,0.403067
1.936667,-1.700000,7.514320,0.406872
1.960000,-1.700000,7.428930,0.410726
1.983333,-1.800000,7.343540,0.414481
2.006667,-1.900000,7.514320,0.418281
2.030000,-1.700000,7.514320,0.422086
2.053333,-1.900000,7.599710,0.425928
2.076667,-1.800000,7.514320,0.429472
2.100000,-1.600000,7.428930,0.433214
2.123333,-1.700000,7.428930,0.436966
2.146667,-1.600000,7.087370,0.440784
2.170000,-1.600000,7.599710,0.444489
2.193333,-1.600000,7.855880,0.448546
2.216667,-1.700000,7.343540,0.452452
2.240000,-1.700000,7.428930,0.456339
2.263333,-1.800000,7.599710,0.460051
2.286667,-1.900000,7.685100,0.463789
2.310000,-2.000000,7.343540,0.467904
2.333333,-1.800000,7.685100,0.471702
2.356667,-1.600000,7.599710,0.475451
2.380000,-1.600000,7.855880,0.479045
2.403333,-1.800000,7.514320,0.482911
2.426667,-1.700000,7.941270,0.486617
2.450000,-1.800000,7.514320,0.490408
2.473333,-1.800000,7.685100,0.494153
2.496667,-1.900000,7.855880,0.498173
2.520000,-1.900000,7.685100,0.501931
2.543333,-1.900000,7.428930,0.505723
2.566667,-1.600000,7.770490,0.517642
2.590000,-1.900000,7.770490,0.521933
2.613333,-1.500000,7.770490,0.525552
2.636667,-1.700000,8.026660,0.529236
2.660000,-1.700000,7.770490,0.532824
2.683333,-1.800000,7.343540,0.539683
2.706667,-2.000000,7.941270,0.543399
2.730000,-1.900000,7.941270,0.547094
2.753333,-1.900000,7.855880,0.551057
2.776667,-1.500000,7.941270,0.554862
2.800000,-1.700000,7.685100,0.558420
2.823333,-1.500000,8.112050,0.562059
2.846667,-1.800000,7.855880,0.565807
2.870000,-2.000000,7.685100,0.572404
2.893333,-1.700000,8.026660,0.576482
2.916667,-1.800000,8.026660,0.581825
2.940000,-1.600000,7.941270,0.587965
2.963333,-1.400000,7.770490,0.591730
2.986667,-1.700000,8.026660,0.595802
3.010000,-1.600000,7.941270,0.599415
3.033333,-1.500000,8.026660,0.605460
3.056667,-1.800000,8.026660,0.609248
3.080000,-1.700000,8.197440,0.612985
3.103333,-1.900000,7.855880,0.619532
3.126667,-1.700000,7.685100,0.623255
3.150000,-1.700000,8.197440,0.627059
3.173333,-1.800000,8.026660,0.630884
3.196667,-1.900000,7.855880,0.636880
3.220000,-1.500000,7.941270,0.640775
3.243333,-1.700000,8.197440,0.644718
3.266667,-1.500000,8.026660,0.651002
3.290000,-1.600000,8.026660,0.654570
3.313333,-1.600000,8.112050,0.658265
3.336667,-1.600000,8.112050,0.662007
3.360000,-1.900000,8.197440,0.668199
3.383333,-1.900000,8.368220,0.671884
3.406667,-1.600000,8.197440,0.675498
3.430000,-1.800000,8.282830,0.679293
3.453333,-1.700000,8.197440,0.682971
3.476667,-1.600000,8.282830,0.686505
3.500000,-1.500000,7.941270,0.690013
3.523333,-1.900000,8.368220,0.693826
3.546667,-1.700000,8.197440,0.697549
3.570000,-1.900000,8.112050,0.701169
3.593333,-1.900000,8.282830,0.704775
3.616667,-1.500000,8.026660,0.708464
3.640000,-1.700000,8.282830,0.711966
3.663333,-1.700000,8.368220,0.715473
3.686667,-1.800000,8.368220,0.719240
3.710000,-1.700000,8.026660,0.722983
3.733333,-1.800000,8.453610,0.726633
3.756667,-1.700000,8.539000,0.730437
3.780000,-1.800000,8.368220,0.734256
3.803333,-1.700000,8.282830,0.737757
3.826667,-1.900000,7.941270,0.741249
3.850000,-1.700000,8.368220,0.744926
3.873333,-1.700000,8.282830,0.748470
3.896667,-1.700000,8.539000,0.752007
3.920000,-1.900000,8.539000,0.755617
3.943333,-1.800000,8.539000,0.759367
3.966667,-1.600000,8.709780,0.762929
3.990000,-1.700000,8.453610,0.766376
4.013333,-1.900000,8.368220,0.769892
4.036667,-1.600000,8.026660,0.773523
4.060000,-1.900000,8.709780,0.777183
4.083333,-1.700000,8.624390,0.780997
4.106667,-1.800000,8.282830,0.784683
4.130000,-1.700000,8.539000,0.788220
4.153333,-1.400000,8.026660,0.791696
4.176667,-1.800000,8.795170,0.795479
4.200000,-1.800000,8.539000,0.799097
4.223333,-1.700000,8.368220,0.802699
4.246667,-1.700000,8.795170,0.810594
4.270000,-1.500000,8.624390,0.816465
4.293333,-1.700000,8.624390,0.820483
4.316667,-1.700000,8.368220,0.824127
4.340000,-1.700000,8.795170,0.827563
4.363333,-1.500000,8.795170,0.831058
4.386667,-1.800000,8.624390,0.834407
4.410000,-1.700000,8.624390,0.837714
4.433333,-1.800000,8.453610,0.841042
4.456667,-1.700000,8.624390,0.844347
4.480000,-1.400000,8.880560,0.847757
4.503333,-1.500000,8.880560,0.851292
4.526667,-1.900000,8.368220,0.854757
4.550000,-1.800000,8.539000,0.858284
4.573333,-1.600000,8.795170,0.861912
4.596667,-1.800000,8.795170,0.865347
4.620000,-1.500000,8.709780,0.868645
4.643333,-1.600000,8.624390,0.872153
4.666667,-1.800000,8.880560,0.875602
4.690000,-1.700000,8.795170,0.879005
4.713333,-1.600000,8.709780,0.882628
4.736667,-1.700000,8.795170,0.886255
4.760000,-1.700000,8.539000,0.889750
4.783333,-1.600000,9.051340,0.893139
4.806667,-2.000000,9.051340,0.896472
4.830000,-1.600000,8.795170,0.899779
4.853333,-1.500000,8.795170,0.903075
4.876667,-1.400000,8.368220,0.906407
4.900000,-1.600000,8.965950,0.909981
4.923333,-1.500000,8.880560,0.913470
4.946667,-1.900000,8.795170,0.916826
4.970000,-1.700000,8.880560,0.920184
4.993333,-1.800000,8.624390,0.923704
5.016667,-1.700000,8.880560,0.927220
5.040000,-1.500000,8.965950,0.930650
5.063333,-1.600000,9.136730,0.934170
5.086667,-1.700000,8.880560,0.937734
5.110000,-1.500000,8.709780,0.941191
5.133333,-1.700000,9.222120,0.944627
5.156667,-2.000000,8.880560,0.948294
5.180000,-1.700000,9.051340,0.951817
5.203333,-1.800000,9.307510,0.955199
5.226667,-1.900000,9.136730,0.958709
5.250000,-1.900000,9.307510,0.962150
5.273333,-1.900000,9.136730,0.965598
5.296667,-1.700000,9.051340,0.969250
5.320000,-1.700000,8.624390,0.972824
5.343333,-1.900000,9.222120,0.976275
5.366667,-1.900000,9.222120,0.979657
5.390000,-1.700000,8.795170,0.983173
5.413333,-1.500000,9.051340,0.986676
5.436667,-1.400000,8.965950,0.990146
5.460000,-1.700000,9.136730,0.993485
5.483333,-1.700000,9.136730,0.996864
5.506667,-1.500000,9.136730,1.000357
5.530000,-2.000000,9.051340,1.003945
