# Date: 20200212
# Operator: JLC
# Notes: SP2 pretest
# Tap_cm: 6.0
# Sample: SOX 363-C (463-794)-3
# Fit of Tap:
#	Ic = 163 +/- 0.035 A
#	n = 30.9 +/- 0.29 
#	Vc = 6 uV
#	Vfloor = 0.223 +/- 0.0032 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-0.200000,5.550350,0.043174
0.023333,-0.100000,5.294180,0.063686
0.046667,-0.100000,5.464960,0.067138
0.070000,-0.200000,5.464960,0.070421
0.093333,-0.200000,5.635740,0.073707
0.116667,0.200000,5.379570,0.076987
0.140000,-0.100000,5.464960,0.080268
0.163333,-0.100000,5.464960,0.083554
0.186667,0.000000,5.208790,0.086840
0.210000,-0.200000,5.721130,0.090117
0.233333,0.000000,5.806520,0.093399
0.256667,0.000000,5.294180,0.096677
0.280000,-0.200000,5.635740,0.099953
0.303333,-0.100000,5.379570,0.103233
0.326667,-0.100000,5.635740,0.106512
0.350000,-0.200000,5.721130,0.109812
0.373333,-0.200000,5.379570,0.113108
0.396667,-0.300000,5.550350,0.121973
0.420000,-0.200000,5.721130,0.125730
0.443333,-0.400000,5.635740,0.129105
0.466667,-0.100000,5.550350,0.132391
0.490000,-0.200000,5.379570,0.135670
0.513333,-0.100000,5.721130,0.138977
0.536667,-0.200000,5.721130,0.142260
0.560000,0.000000,5.635740,0.145540
0.583333,0.000000,5.635740,0.148825
0.606667,-0.200000,5.379570,0.152110
0.630000,0.000000,5.550350,0.155387
0.653333,0.000000,5.721130,0.158667
0.676667,-0.200000,5.806520,0.161954
0.700000,-0.100000,5.806520,0.165236
0.723333,0.000000,5.379570,0.168518
0.746667,-0.100000,5.464960,0.171800
0.770000,-0.100000,5.806520,0.175078
0.793333,-0.200000,5.977300,0.178361
0.816667,-0.200000,5.806520,0.181643
0.840000,0.100000,5.806520,0.184926
0.863333,-0.100000,5.635740,0.188230
0.886667,-0.100000,5.806520,0.191510
0.910000,-0.200000,5.721130,0.194790
0.933333,-0.100000,5.721130,0.198066
0.956667,-0.100000,5.891910,0.201352
0.980000,-0.100000,5.721130,0.204630
1.003333,0.100000,6.062690,0.207911
1.026667,0.000000,5.891910,0.211191
1.050000,-0.100000,5.721130,0.214472
1.073333,0.000000,5.635740,0.217750
1.096667,0.000000,5.806520,0.221034
1.120000,-0.300000,6.148080,0.224316
1.143333,0.100000,6.062690,0.227593
1.166667,-0.100000,5.891910,0.230871
1.190000,0.100000,5.721130,0.234149
1.213333,0.100000,5.721130,0.237430
1.236667,-0.100000,5.977300,0.240709
1.260000,0.100000,6.062690,0.243991
1.283333,-0.100000,5.891910,0.247271
1.306667,0.000000,5.721130,0.250576
1.330000,-0.200000,5.806520,0.253856
1.353333,-0.100000,6.148080,0.257144
1.376667,0.000000,6.148080,0.260434
1.400000,0.000000,5.977300,0.263711
1.423333,-0.400000,5.891910,0.266984
1.446667,-0.100000,5.891910,0.270262
1.470000,-0.200000,6.148080,0.273589
1.493333,0.100000,6.148080,0.277017
1.516667,-0.100000,5.806520,0.280310
1.540000,0.000000,6.062690,0.283593
1.563333,-0.100000,6.233470,0.286874
1.586667,-0.200000,6.404250,0.290273
1.610000,-0.300000,6.233470,0.293709
1.633333,-0.100000,6.062690,0.297133
1.656667,-0.100000,6.062690,0.300437
1.680000,0.100000,5.806520,0.304426
1.703333,-0.200000,6.148080,0.307903
1.726667,-0.100000,6.148080,0.311378
1.750000,-0.200000,6.318860,0.314684
1.773333,-0.100000,6.062690,0.317971
1.796667,-0.200000,6.233470,0.322029
1.820000,-0.100000,6.062690,0.325480
1.843333,0.100000,5.977300,0.328965
1.866667,0.000000,6.062690,0.332279
1.890000,-0.100000,6.233470,0.335784
1.913333,-0.100000,6.575030,0.339281
1.936667,-0.100000,6.489640,0.342709
1.960000,-0.200000,6.318860,0.346017
1.983333,-0.100000,6.318860,0.349320
2.006667,-0.200000,6.062690,0.353349
2.030000,-0.100000,6.745810,0.356817
2.053333,0.000000,6.489640,0.360246
2.076667,-0.200000,6.318860,0.363551
2.100000,-0.200000,6.404250,0.366835
2.123333,0.000000,6.318860,0.370938
2.146667,-0.100000,6.489640,0.378387
2.170000,0.000000,6.404250,0.381765
2.193333,-0.300000,6.318860,0.385382
2.216667,0.000000,6.318860,0.388830
2.240000,-0.100000,6.575030,0.394615
2.263333,-0.200000,6.404250,0.397976
2.286667,-0.100000,6.233470,0.402127
2.310000,0.000000,6.660420,0.405578
2.333333,-0.100000,6.404250,0.411436
2.356667,-0.100000,6.148080,0.419174
2.380000,0.100000,6.660420,0.425602
2.403333,0.200000,6.404250,0.432589
2.426667,0.000000,6.404250,0.436090
2.450000,0.000000,6.745810,0.442001
2.473333,0.100000,6.660420,0.445382
2.496667,0.100000,6.489640,0.449360
2.520000,0.000000,6.660420,0.452836
2.543333,-0.200000,6.745810,0.459469
2.566667,-0.100000,6.745810,0.462836
2.590000,-0.100000,6.660420,0.466945
2.613333,-0.200000,6.831200,0.473371
2.636667,-0.400000,6.745810,0.476715
2.660000,0.000000,6.489640,0.480598
2.683333,-0.200000,6.660420,0.484062
2.706667,-0.200000,6.916590,0.490381
2.730000,-0.100000,6.745810,0.493737
2.753333,0.000000,6.831200,0.497387
2.776667,-0.100000,6.660420,0.500836
2.800000,-0.200000,7.001980,0.507171
2.823333,-0.100000,6.575030,0.510579
2.846667,0.000000,6.660420,0.514157
2.870000,-0.100000,6.575030,0.517604
2.893333,-0.100000,7.001980,0.524034
2.916667,0.100000,6.831200,0.527820
2.940000,-0.100000,6.745810,0.531395
2.963333,0.000000,6.575030,0.537722
2.986667,0.200000,7.001980,0.541097
3.010000,-0.100000,7.087370,0.544605
3.033333,-0.200000,6.831200,0.548062
3.056667,-0.100000,7.001980,0.554382
3.080000,-0.100000,7.087370,0.557736
3.103333,-0.200000,6.916590,0.561051
3.126667,-0.100000,6.916590,0.564348
3.150000,0.000000,6.916590,0.567634
3.173333,-0.200000,7.001980,0.570937
3.196667,-0.200000,7.172760,0.574238
3.220000,0.000000,7.087370,0.577530
3.243333,-0.100000,7.001980,0.580826
3.266667,-0.200000,7.001980,0.584127
3.290000,-0.100000,6.831200,0.587412
3.313333,-0.300000,7.172760,0.590711
3.336667,0.100000,6.916590,0.594011
3.360000,0.000000,6.916590,0.597299
3.383333,-0.100000,6.916590,0.600609
