# Date: 20200212
# Operator: JLC
# Notes: SP2 pretest
# Tap_cm: 6.0
# Sample: SOX 363-C (463-794)-2
# Fit of Tap:
#	Ic = 162 +/- 0.019 A
#	n = 40.5 +/- 0.33 
#	Vc = 6 uV
#	Vfloor = -0.486 +/- 0.0032 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-0.900000,5.379570,0.046211
0.023333,-0.700000,5.635740,0.074163
0.046667,-0.500000,5.294180,0.083737
0.070000,-0.700000,5.635740,0.089373
0.093333,-0.800000,5.635740,0.095557
0.116667,-0.900000,5.208790,0.098929
0.140000,-0.600000,5.550350,0.102373
0.163333,-0.900000,5.550350,0.108222
0.186667,-0.700000,5.464960,0.111571
0.210000,-0.900000,5.208790,0.114959
0.233333,-0.700000,5.464960,0.118406
0.256667,-0.800000,5.379570,0.124665
0.280000,-0.800000,5.550350,0.128014
0.303333,-0.600000,5.294180,0.131332
0.326667,-1.000000,5.464960,0.134748
0.350000,-0.900000,5.379570,0.140992
0.373333,-0.800000,5.379570,0.144340
0.396667,-0.600000,5.635740,0.147682
0.420000,-0.700000,5.294180,0.151110
0.443333,-0.600000,5.635740,0.157455
0.466667,-0.900000,5.464960,0.160795
0.490000,-1.000000,5.464960,0.164181
0.513333,-0.800000,5.294180,0.167605
0.536667,-0.600000,5.721130,0.173850
0.560000,-0.800000,5.379570,0.177202
0.583333,-0.900000,5.294180,0.180554
0.606667,-0.700000,5.294180,0.183974
0.630000,-0.600000,5.721130,0.190228
0.653333,-0.800000,5.635740,0.193587
0.676667,-0.900000,5.550350,0.197058
0.700000,-0.900000,5.806520,0.203313
0.723333,-0.900000,5.379570,0.206730
0.746667,-1.000000,5.464960,0.210052
0.770000,-1.100000,5.550350,0.213515
0.793333,-1.000000,5.806520,0.219761
0.816667,-0.700000,5.721130,0.223112
0.840000,-0.800000,5.550350,0.226467
0.863333,-0.800000,5.721130,0.229748
0.886667,-0.600000,5.550350,0.233027
0.910000,-1.000000,6.062690,0.236310
0.933333,-0.800000,5.891910,0.239595
0.956667,-0.700000,5.550350,0.242878
0.980000,-0.700000,5.721130,0.246157
1.003333,-0.900000,5.635740,0.249434
1.026667,-0.900000,5.891910,0.252712
1.050000,-0.800000,6.062690,0.255991
1.073333,-0.600000,5.635740,0.259275
1.096667,-0.800000,5.635740,0.262559
1.120000,-0.700000,5.464960,0.265842
1.143333,-0.600000,6.148080,0.269122
1.166667,-0.900000,5.891910,0.272399
1.190000,-0.800000,5.891910,0.275692
1.213333,-0.900000,5.891910,0.278973
1.236667,-0.600000,5.208790,0.282248
1.260000,-0.500000,6.148080,0.285534
1.283333,-0.800000,5.977300,0.288819
1.306667,-0.800000,5.891910,0.292097
1.330000,-0.800000,5.977300,0.295377
1.353333,-0.800000,5.294180,0.298672
1.376667,-0.800000,6.062690,0.301957
1.400000,-0.600000,6.148080,0.305237
1.423333,-0.800000,5.977300,0.308516
1.446667,-0.700000,6.062690,0.311794
1.470000,-0.500000,5.806520,0.315076
1.493333,-0.900000,5.806520,0.318356
1.516667,-0.700000,6.148080,0.321634
1.540000,-1.000000,5.977300,0.324928
1.563333,-0.800000,5.891910,0.328209
1.586667,-0.600000,5.891910,0.331488
1.610000,-0.800000,5.891910,0.334767
1.633333,-0.800000,6.233470,0.338045
1.656667,-0.800000,6.318860,0.341322
1.680000,-0.800000,6.062690,0.344612
1.703333,-0.700000,6.062690,0.347897
1.726667,-0.700000,6.062690,0.351178
1.750000,-0.700000,6.404250,0.354456
1.773333,-0.900000,6.062690,0.357736
1.796667,-1.000000,6.233470,0.361012
1.820000,-0.800000,6.062690,0.364295
1.843333,-1.000000,5.721130,0.367581
1.866667,-0.900000,6.489640,0.370856
1.890000,-0.600000,6.318860,0.374147
1.913333,-0.700000,6.062690,0.377431
1.936667,-0.500000,6.404250,0.387350
1.960000,-0.800000,6.233470,0.391170
1.983333,-0.600000,6.233470,0.394501
2.006667,-0.800000,6.318860,0.397800
2.030000,-0.800000,6.062690,0.401108
2.053333,-0.500000,6.404250,0.404401
2.076667,-1.000000,6.489640,0.407696
2.100000,-0.700000,6.233470,0.410994
2.123333,-0.900000,6.233470,0.414287
2.146667,-0.500000,6.148080,0.417580
2.170000,-0.800000,6.404250,0.420875
2.193333,-0.800000,6.404250,0.424189
2.216667,-0.900000,6.318860,0.427475
2.240000,-0.900000,6.404250,0.430764
2.263333,-0.600000,6.233470,0.434060
2.286667,-0.600000,6.489640,0.437347
2.310000,-0.600000,6.404250,0.440640
2.333333,-0.800000,6.318860,0.443927
2.356667,-0.900000,6.233470,0.447230
2.380000,-0.800000,6.318860,0.450521
2.403333,-0.800000,6.489640,0.456394
2.426667,-1.000000,6.318860,0.459880
2.450000,-0.800000,6.575030,0.463184
2.473333,-0.800000,6.233470,0.466564
2.496667,-0.800000,6.745810,0.469868
2.520000,-0.900000,6.489640,0.473162
2.543333,-0.800000,6.489640,0.476500
2.566667,-0.600000,6.404250,0.479788
2.590000,-0.700000,6.404250,0.483068
2.613333,-0.800000,6.831200,0.486362
2.636667,-1.000000,6.745810,0.489652
2.660000,-0.900000,6.318860,0.492930
2.683333,-0.700000,6.660420,0.496227
2.706667,-0.800000,6.660420,0.499529
2.730000,-0.700000,6.831200,0.502818
2.753333,-0.700000,6.660420,0.506115
2.776667,-0.900000,6.489640,0.509415
2.800000,-0.900000,6.575030,0.512702
2.823333,-0.900000,6.575030,0.515999
2.846667,-0.900000,6.916590,0.519293
2.870000,-0.700000,6.745810,0.522579
2.893333,-0.700000,6.831200,0.525877
2.916667,-1.000000,6.745810,0.529170
2.940000,-0.900000,6.404250,0.532479
2.963333,-0.900000,7.001980,0.535803
2.986667,-0.900000,6.916590,0.539108
3.010000,-0.600000,6.831200,0.542406
3.033333,-0.800000,6.660420,0.545737
3.056667,-0.700000,6.404250,0.549032
3.080000,-0.500000,7.172760,0.552324
3.103333,-0.800000,7.001980,0.555615
3.126667,-0.900000,6.916590,0.558900
3.150000,-0.800000,7.001980,0.562195
3.173333,-0.600000,6.404250,0.565487
3.196667,-0.900000,7.087370,0.568771
3.220000,-1.000000,7.087370,0.572070
3.243333,-1.100000,6.916590,0.575373
3.266667,-0.900000,7.001980,0.578665
3.290000,-0.900000,6.745810,0.581947
3.313333,-0.800000,7.001980,0.585240
3.336667,-0.700000,6.831200,0.588536
3.360000,-0.900000,7.001980,0.591826
3.383333,-0.800000,7.087370,0.595120
3.406667,-0.900000,6.660420,0.598418
3.430000,-0.800000,6.831200,0.601700
3.453333,-0.600000,7.001980,0.605033
3.476667,-1.100000,7.258150,0.608342
3.500000,-0.500000,7.087370,0.611643
3.523333,-0.600000,6.916590,0.614966
3.546667,-0.700000,6.745810,0.618260
3.570000,-0.700000,7.258150,0.621542
3.593333,-0.900000,7.343540,0.624827
3.616667,-0.700000,7.001980,0.628121
3.640000,-0.700000,7.001980,0.631413
3.663333,-0.800000,7.001980,0.634700
3.686667,-0.700000,7.087370,0.637999
3.710000,-1.000000,7.258150,0.641287
3.733333,-0.700000,7.172760,0.644571
