# Date: 20200212
# Operator: JLC
# Notes: SP2 pretest
# Tap_cm: 6.0
# Sample: SOX 363-C (463-794)-2
# Fit of Tap:
#	Ic = 162 +/- 0.018 A
#	n = 41.4 +/- 0.37 
#	Vc = 6 uV
#	Vfloor = -0.654 +/- 0.0036 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-1.200000,5.721130,0.054696
0.023333,-1.100000,6.318860,0.079481
0.046667,-0.900000,5.977300,0.083230
0.070000,-0.900000,6.148080,0.086548
0.093333,-1.200000,6.233470,0.089838
0.116667,-1.100000,6.318860,0.093125
0.140000,-0.900000,6.489640,0.096408
0.163333,-1.200000,6.062690,0.099685
0.186667,-0.900000,5.806520,0.102973
0.210000,-1.000000,6.404250,0.106255
0.233333,-1.100000,6.489640,0.109537
0.256667,-1.100000,6.318860,0.112847
0.280000,-1.100000,6.318860,0.116131
0.303333,-0.900000,6.062690,0.119424
0.326667,-1.000000,6.062690,0.122730
0.350000,-1.100000,6.233470,0.126011
0.373333,-1.100000,6.489640,0.129297
0.396667,-1.200000,5.977300,0.132590
0.420000,-1.100000,5.977300,0.135869
0.443333,-1.200000,6.318860,0.139147
0.466667,-1.400000,6.489640,0.142426
0.490000,-1.000000,6.318860,0.145713
0.513333,-1.100000,6.062690,0.148991
0.536667,-1.100000,6.404250,0.152274
0.560000,-0.900000,6.233470,0.155558
0.583333,-1.300000,6.489640,0.158841
0.606667,-1.100000,6.575030,0.162124
0.630000,-1.300000,6.062690,0.165405
0.653333,-1.000000,6.233470,0.168685
0.676667,-0.900000,6.404250,0.171980
0.700000,-1.000000,6.660420,0.175260
0.723333,-0.900000,6.575030,0.178540
0.746667,-1.100000,6.404250,0.181814
0.770000,-1.300000,6.318860,0.185093
0.793333,-1.000000,6.148080,0.188373
0.816667,-1.100000,6.660420,0.191661
0.840000,-1.100000,6.489640,0.194950
0.863333,-1.100000,6.148080,0.198228
0.886667,-1.300000,6.318860,0.201506
0.910000,-1.300000,6.148080,0.204790
0.933333,-1.000000,6.745810,0.208069
0.956667,-1.000000,6.745810,0.211350
0.980000,-1.100000,6.404250,0.214636
1.003333,-1.000000,6.660420,0.224745
1.026667,-1.000000,6.660420,0.228486
1.050000,-1.200000,6.489640,0.231798
1.073333,-0.900000,6.404250,0.235107
1.096667,-0.900000,6.148080,0.238396
1.120000,-0.900000,6.831200,0.241677
1.143333,-0.900000,6.745810,0.244962
1.166667,-1.100000,6.404250,0.248242
1.190000,-1.100000,6.660420,0.251524
1.213333,-1.300000,6.318860,0.254821
1.236667,-0.900000,6.575030,0.258268
1.260000,-0.900000,6.575030,0.261680
1.283333,-0.900000,6.489640,0.264969
1.306667,-0.900000,6.745810,0.268250
1.330000,-1.200000,6.489640,0.271560
1.353333,-1.100000,6.916590,0.275011
1.376667,-1.300000,6.745810,0.278422
1.400000,-1.100000,6.660420,0.281708
1.423333,-1.100000,6.575030,0.284992
1.446667,-0.900000,6.575030,0.288300
1.470000,-1.200000,6.831200,0.291731
1.493333,-0.900000,6.831200,0.295144
1.516667,-1.100000,6.745810,0.298432
1.540000,-1.100000,6.745810,0.301711
1.563333,-1.200000,6.575030,0.305039
1.586667,-1.000000,7.087370,0.308456
1.610000,-1.000000,6.660420,0.316935
1.633333,-1.000000,6.831200,0.320321
1.656667,-1.100000,6.745810,0.323843
1.680000,-1.100000,7.001980,0.329603
1.703333,-0.800000,7.001980,0.332957
1.726667,-1.000000,6.745810,0.336270
1.750000,-1.200000,7.001980,0.339697
1.773333,-1.000000,7.001980,0.345511
1.796667,-1.000000,6.745810,0.348854
1.820000,-1.200000,6.831200,0.352170
1.843333,-0.800000,6.745810,0.355602
1.866667,-0.900000,6.745810,0.361357
1.890000,-1.200000,7.001980,0.364708
1.913333,-1.100000,7.001980,0.368017
1.936667,-1.000000,6.745810,0.371441
1.960000,-1.100000,7.087370,0.377949
1.983333,-1.200000,7.001980,0.381347
2.006667,-1.000000,7.258150,0.384682
2.030000,-1.100000,6.660420,0.388103
2.053333,-1.200000,7.258150,0.394445
2.076667,-0.900000,7.172760,0.397799
2.100000,-1.100000,7.172760,0.401116
2.123333,-0.900000,6.831200,0.404546
2.146667,-0.900000,6.916590,0.410783
2.170000,-1.100000,7.343540,0.414135
2.193333,-1.100000,7.001980,0.417465
2.216667,-1.400000,6.745810,0.420872
2.240000,-1.100000,7.258150,0.427103
2.263333,-1.300000,7.343540,0.430514
2.286667,-1.000000,6.916590,0.433859
2.310000,-1.000000,7.087370,0.437251
2.333333,-0.900000,7.428930,0.443480
2.356667,-0.800000,7.428930,0.446843
2.380000,-1.000000,7.172760,0.450294
2.403333,-1.100000,7.428930,0.456519
2.426667,-1.200000,7.087370,0.459863
2.450000,-0.800000,7.428930,0.463182
2.473333,-1.000000,7.087370,0.466658
2.496667,-0.900000,7.343540,0.472942
2.520000,-1.100000,7.343540,0.476295
2.543333,-0.600000,7.428930,0.479614
2.566667,-1.000000,7.428930,0.483043
2.590000,-0.900000,7.343540,0.489249
2.613333,-1.100000,7.685100,0.492601
