# Date: 20200217
# Operator: JLC&LM
# Notes: Flamingo samples post SP3 heat
# Tap_cm: 6.0
# Sample: Flamingo-5
# Fit of Tap:
#	Ic = 128 +/- 0.02 A
#	n = 35.2 +/- 0.34 
#	Vc = 6 uV
#	Vfloor = -0.738 +/- 0.0037 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-1.100000,5.721130,0.037219
0.023333,-0.900000,5.635740,0.056330
0.046667,-0.900000,5.550350,0.059681
0.070000,-1.000000,5.550350,0.062990
0.093333,-1.000000,5.294180,0.066280
0.116667,-1.100000,5.379570,0.069586
0.140000,-0.900000,5.635740,0.073532
0.163333,-1.000000,5.635740,0.077532
0.186667,-0.600000,5.464960,0.081590
0.210000,-1.200000,5.464960,0.085594
0.233333,-1.200000,5.550350,0.089610
0.256667,-0.900000,5.721130,0.093612
0.280000,-0.800000,5.550350,0.097613
0.303333,-1.000000,5.464960,0.101614
0.326667,-1.000000,5.635740,0.105609
0.350000,-1.100000,5.294180,0.109593
0.373333,-1.300000,5.464960,0.113619
0.396667,-1.400000,5.635740,0.117621
0.420000,-1.300000,5.806520,0.121621
0.443333,-0.900000,5.635740,0.125614
0.466667,-1.000000,5.635740,0.129617
0.490000,-0.900000,5.806520,0.133613
0.513333,-1.000000,5.721130,0.137618
0.536667,-1.200000,5.977300,0.141610
0.560000,-1.000000,5.464960,0.145613
0.583333,-1.100000,5.379570,0.149625
0.606667,-1.000000,5.635740,0.153636
0.630000,-1.200000,6.062690,0.157618
0.653333,-1.000000,5.806520,0.161618
0.676667,-0.900000,5.635740,0.165617
0.700000,-0.900000,5.635740,0.169619
0.723333,-0.900000,5.806520,0.173171
0.746667,-0.800000,5.806520,0.176472
0.770000,-1.100000,5.635740,0.179767
0.793333,-1.000000,5.550350,0.183055
0.816667,-0.900000,5.379570,0.186360
0.840000,-1.000000,5.891910,0.189668
0.863333,-1.000000,5.806520,0.192966
0.886667,-1.300000,5.721130,0.196252
0.910000,-1.100000,5.977300,0.199552
0.933333,-1.100000,5.891910,0.202852
0.956667,-1.300000,5.891910,0.206137
0.980000,-0.900000,5.977300,0.209436
1.003333,-1.100000,5.977300,0.212734
1.026667,-0.900000,5.721130,0.216022
1.050000,-1.100000,5.635740,0.219343
1.073333,-1.000000,5.891910,0.222643
1.096667,-0.900000,5.806520,0.225950
1.120000,-1.200000,5.977300,0.229247
1.143333,-0.900000,5.806520,0.232548
1.166667,-0.700000,5.721130,0.235848
1.190000,-0.800000,6.062690,0.239386
1.213333,-1.000000,6.062690,0.242900
1.236667,-1.400000,5.977300,0.246214
1.260000,-1.100000,5.891910,0.249508
1.283333,-1.200000,6.062690,0.257169
1.306667,-0.800000,6.148080,0.263329
1.330000,-1.100000,6.062690,0.267233
1.353333,-1.000000,6.062690,0.270603
1.376667,-1.000000,6.062690,0.274797
1.400000,-1.200000,6.148080,0.278228
1.423333,-1.100000,6.062690,0.281544
1.446667,-1.000000,5.977300,0.284833
1.470000,-1.000000,6.404250,0.288229
1.493333,-1.000000,6.233470,0.291715
1.516667,-1.000000,5.806520,0.295122
1.540000,-1.100000,6.233470,0.298413
1.563333,-1.000000,6.062690,0.301710
1.586667,-1.100000,6.489640,0.305336
1.610000,-1.200000,6.148080,0.308794
1.633333,-1.100000,6.062690,0.312205
1.656667,-0.900000,6.148080,0.315506
1.680000,-1.100000,6.062690,0.319089
1.703333,-1.200000,6.318860,0.322616
1.726667,-0.900000,6.233470,0.328371
1.750000,-1.200000,6.233470,0.331775
1.773333,-0.800000,6.062690,0.335152
1.796667,-0.800000,6.404250,0.338699
1.820000,-1.000000,6.318860,0.345032
1.843333,-1.000000,6.148080,0.348381
1.866667,-1.000000,6.404250,0.351941
1.890000,-0.900000,6.575030,0.355407
1.913333,-1.200000,6.233470,0.361763
1.936667,-0.900000,6.148080,0.365120
1.960000,-1.100000,6.318860,0.368798
1.983333,-1.300000,6.318860,0.372255
2.006667,-1.200000,6.404250,0.378481
2.030000,-1.200000,6.318860,0.381866
2.053333,-1.000000,6.233470,0.385517
2.076667,-1.000000,6.404250,0.389000
2.100000,-0.800000,6.489640,0.395239
