# Date: 20200217
# Operator: JLC&LM
# Notes: Flamingo samples post SP3 heat
# Tap_cm: 6.0
# Sample: Flamingo-6
# Fit of Tap:
#	Ic = 126 +/- 0.016 A
#	n = 35.7 +/- 0.31 
#	Vc = 6 uV
#	Vfloor = -0.641 +/- 0.0036 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-0.800000,5.550350,0.045711
0.023333,-0.900000,5.721130,0.119861
0.046667,-0.700000,5.294180,0.124514
0.070000,-0.700000,5.550350,0.128784
0.093333,-0.900000,5.464960,0.132936
0.116667,-1.200000,5.550350,0.138033
0.140000,-0.700000,5.721130,0.142214
0.163333,-0.900000,5.464960,0.145605
0.186667,-0.800000,5.464960,0.148990
0.210000,-1.000000,5.635740,0.152992
0.233333,-0.900000,5.294180,0.159121
0.256667,-0.700000,5.464960,0.162576
0.280000,-1.100000,5.635740,0.166418
0.303333,-1.000000,5.208790,0.169960
0.326667,-0.900000,5.294180,0.176142
0.350000,-0.800000,5.721130,0.179632
0.373333,-0.900000,5.721130,0.183261
0.396667,-0.700000,5.208790,0.186808
0.420000,-1.100000,5.464960,0.192984
0.443333,-0.900000,5.635740,0.196414
0.466667,-1.000000,5.550350,0.200118
0.490000,-1.000000,5.208790,0.203658
0.513333,-0.900000,5.379570,0.209781
0.536667,-0.900000,5.635740,0.213659
0.560000,-1.000000,5.806520,0.217253
0.583333,-0.700000,5.635740,0.223384
0.606667,-1.100000,5.721130,0.233285
0.630000,-1.200000,5.721130,0.239847
0.653333,-0.900000,5.464960,0.243293
0.676667,-1.000000,5.721130,0.247158
0.700000,-0.900000,5.721130,0.250694
0.723333,-1.000000,5.464960,0.256822
0.746667,-1.100000,5.550350,0.260323
0.770000,-1.000000,5.721130,0.264038
0.793333,-0.800000,5.891910,0.267565
0.816667,-0.800000,5.891910,0.273720
0.840000,-1.100000,5.891910,0.277657
0.863333,-1.000000,5.635740,0.281141
0.886667,-1.100000,5.806520,0.287291
0.910000,-1.000000,5.721130,0.290657
0.933333,-1.100000,5.721130,0.294407
0.956667,-0.800000,5.635740,0.297898
0.980000,-0.800000,5.891910,0.303958
1.003333,-1.000000,5.721130,0.307303
1.026667,-0.900000,5.806520,0.311058
1.050000,-0.900000,6.062690,0.314499
1.073333,-1.000000,5.806520,0.320637
1.096667,-1.100000,5.721130,0.323985
1.120000,-0.800000,5.635740,0.327317
1.143333,-0.900000,6.148080,0.330765
1.166667,-0.800000,5.635740,0.337647
1.190000,-1.000000,5.806520,0.341008
1.213333,-1.000000,5.977300,0.344918
1.236667,-0.900000,6.062690,0.351570
1.260000,-1.200000,5.806520,0.354914
1.283333,-0.900000,5.977300,0.358466
1.306667,-1.000000,6.062690,0.361923
1.330000,-0.900000,6.148080,0.368512
1.353333,-0.800000,5.977300,0.371869
1.376667,-1.000000,5.721130,0.375224
1.400000,-0.800000,6.062690,0.378741
1.423333,-0.800000,6.062690,0.385291
1.446667,-0.900000,5.891910,0.388690
1.470000,-1.200000,5.977300,0.392062
1.493333,-0.900000,6.062690,0.395483
1.516667,-1.300000,6.062690,0.402185
1.540000,-1.100000,6.062690,0.405628
1.563333,-0.800000,6.148080,0.409092
1.586667,-0.800000,5.891910,0.415620
1.610000,-0.800000,6.148080,0.418965
