# Date: 20200217
# Operator: JLC&LM
# Notes: Flamingo samples post SP3 heat
# Tap_cm: 6.0
# Sample: Flamingo-3
# Fit of Tap:
#	Ic = 110 +/- 0.018 A
#	n = 20.8 +/- 0.14 
#	Vc = 6 uV
#	Vfloor = -1.31 +/- 0.0036 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,-1.200000,5.379570,0.037664
0.023333,-1.600000,5.379570,0.057060
0.046667,-1.400000,5.464960,0.060689
0.070000,-1.300000,5.635740,0.064233
0.093333,-1.600000,5.550350,0.067637
0.116667,-1.400000,5.379570,0.071044
0.140000,-1.400000,5.379570,0.074641
0.163333,-1.500000,5.635740,0.078250
0.186667,-1.700000,5.464960,0.081787
0.210000,-1.300000,5.038010,0.085190
0.233333,-1.400000,5.208790,0.088941
0.256667,-1.200000,5.208790,0.092519
0.280000,-1.300000,5.464960,0.096044
0.303333,-1.400000,5.379570,0.099444
0.326667,-1.600000,5.294180,0.102838
0.350000,-1.200000,5.464960,0.106549
0.373333,-1.600000,5.550350,0.110106
0.396667,-1.100000,5.550350,0.113644
0.420000,-1.500000,5.464960,0.117044
0.443333,-1.400000,5.379570,0.120542
0.466667,-1.400000,5.379570,0.124138
0.490000,-1.600000,5.635740,0.127641
0.513333,-1.400000,5.635740,0.131055
0.536667,-1.400000,5.379570,0.138692
0.560000,-1.300000,5.891910,0.144709
0.583333,-1.400000,5.379570,0.148712
0.606667,-1.100000,5.208790,0.152259
0.630000,-1.300000,5.464960,0.155868
0.653333,-1.500000,5.635740,0.161706
0.676667,-1.600000,5.550350,0.165182
0.700000,-1.500000,5.294180,0.168956
0.723333,-1.700000,5.379570,0.172533
0.746667,-1.300000,5.294180,0.176094
0.770000,-1.400000,5.464960,0.179491
0.793333,-1.200000,5.721130,0.182905
0.816667,-1.500000,5.635740,0.186646
0.840000,-1.500000,5.635740,0.190209
0.863333,-1.600000,5.806520,0.193737
0.886667,-1.500000,5.721130,0.197128
0.910000,-1.600000,5.721130,0.200596
0.933333,-1.400000,5.635740,0.204192
0.956667,-1.500000,5.379570,0.207704
0.980000,-1.500000,5.891910,0.211111
1.003333,-1.600000,5.806520,0.214498
1.026667,-1.300000,5.721130,0.217978
1.050000,-1.500000,5.721130,0.221582
1.073333,-1.500000,5.635740,0.225095
1.096667,-1.300000,5.891910,0.228497
1.120000,-1.400000,5.891910,0.232193
1.143333,-1.400000,5.635740,0.235791
1.166667,-1.300000,5.464960,0.239288
1.190000,-1.400000,5.721130,0.242684
1.213333,-1.400000,5.806520,0.246071
1.236667,-1.600000,5.891910,0.249822
1.260000,-1.400000,5.806520,0.253385
1.283333,-1.500000,5.721130,0.256953
1.306667,-1.300000,6.062690,0.260358
1.330000,-1.500000,5.891910,0.263770
1.353333,-1.400000,5.721130,0.267581
1.376667,-1.500000,6.062690,0.271094
1.400000,-1.600000,5.806520,0.274611
1.423333,-1.600000,5.977300,0.278020
1.446667,-1.500000,5.977300,0.281769
1.470000,-1.500000,5.891910,0.285329
1.493333,-1.500000,5.891910,0.288946
1.516667,-1.200000,5.891910,0.292368
1.540000,-1.400000,6.148080,0.295762
1.563333,-1.300000,6.062690,0.299560
1.586667,-1.400000,5.806520,0.303082
1.610000,-1.500000,5.891910,0.306598
1.633333,-1.500000,6.148080,0.309996
1.656667,-1.400000,6.062690,0.313707
1.680000,-1.200000,5.977300,0.317264
1.703333,-1.300000,5.891910,0.320796
1.726667,-1.500000,5.891910,0.324201
1.750000,-1.300000,6.062690,0.327608
1.773333,-1.500000,6.062690,0.331440
1.796667,-1.400000,6.148080,0.334959
1.820000,-1.600000,5.977300,0.338476
1.843333,-1.300000,6.148080,0.341902
1.866667,-1.500000,6.233470,0.345361
1.890000,-1.100000,6.148080,0.348982
1.913333,-1.700000,5.977300,0.352549
1.936667,-1.500000,6.062690,0.355953
1.960000,-1.300000,6.148080,0.359340
1.983333,-1.500000,6.148080,0.362817
2.006667,-1.400000,6.148080,0.366370
2.030000,-1.500000,6.062690,0.369902
2.053333,-1.400000,6.062690,0.373324
2.076667,-1.600000,6.233470,0.377028
2.100000,-1.500000,6.233470,0.380639
2.123333,-1.400000,5.977300,0.384183
2.146667,-1.500000,6.318860,0.387576
2.170000,-1.500000,6.148080,0.390964
2.193333,-1.300000,6.404250,0.394645
2.216667,-1.500000,6.233470,0.398254
2.240000,-1.400000,6.233470,0.403136
2.263333,-1.100000,6.233470,0.406616
2.286667,-1.600000,6.404250,0.410026
2.310000,-1.600000,6.404250,0.413421
2.333333,-1.500000,6.148080,0.416813
2.356667,-1.300000,6.318860,0.420204
2.380000,-1.300000,6.318860,0.423606
2.403333,-1.400000,6.404250,0.426993
2.426667,-1.600000,6.489640,0.430371
2.450000,-1.600000,6.404250,0.433754
2.473333,-1.300000,6.148080,0.443802
2.496667,-1.400000,6.575030,0.447698
2.520000,-1.500000,6.318860,0.451128
2.543333,-1.400000,6.575030,0.454523
2.566667,-1.400000,6.318860,0.457929
2.590000,-1.500000,6.575030,0.461324
2.613333,-1.700000,6.745810,0.464711
2.636667,-1.300000,6.318860,0.468148
2.660000,-1.400000,6.489640,0.471541
2.683333,-1.300000,6.318860,0.474928
2.706667,-1.400000,6.831200,0.478317
2.730000,-1.500000,6.745810,0.481724
2.753333,-1.400000,6.489640,0.485118
2.776667,-1.400000,6.745810,0.488493
2.800000,-1.400000,6.575030,0.491902
2.823333,-1.600000,6.660420,0.495279
2.846667,-1.300000,6.489640,0.498667
2.870000,-1.300000,6.575030,0.502074
2.893333,-1.700000,6.660420,0.505460
2.916667,-1.100000,6.404250,0.508872
2.940000,-1.400000,6.745810,0.512284
2.963333,-1.700000,6.745810,0.515697
2.986667,-1.400000,6.489640,0.519077
3.010000,-1.400000,6.660420,0.522472
3.033333,-1.500000,6.660420,0.525860
3.056667,-1.400000,6.660420,0.529251
3.080000,-1.400000,7.001980,0.532649
3.103333,-1.400000,6.489640,0.536039
3.126667,-1.500000,6.660420,0.539437
3.150000,-1.400000,6.575030,0.542826
3.173333,-1.300000,6.831200,0.546204
3.196667,-1.400000,6.831200,0.549595
3.220000,-1.400000,6.831200,0.552989
3.243333,-1.400000,6.916590,0.556369
3.266667,-1.600000,6.916590,0.559783
3.290000,-1.400000,6.831200,0.563179
3.313333,-1.500000,6.916590,0.566570
3.336667,-1.400000,6.660420,0.569952
3.360000,-1.500000,6.831200,0.573340
3.383333,-1.400000,6.831200,0.576730
3.406667,-1.500000,6.831200,0.580131
3.430000,-1.500000,6.831200,0.583541
3.453333,-1.400000,6.831200,0.586948
3.476667,-1.500000,7.258150,0.590353
3.500000,-1.600000,6.916590,0.593737
3.523333,-1.500000,7.001980,0.597124
3.546667,-1.300000,6.831200,0.600538
3.570000,-1.400000,7.001980,0.603927
3.593333,-1.400000,6.660420,0.607310
3.616667,-1.500000,6.831200,0.610703
3.640000,-1.400000,6.916590,0.614102
3.663333,-1.500000,7.001980,0.617825
3.686667,-1.600000,6.831200,0.621410
3.710000,-1.200000,7.087370,0.624827
3.733333,-1.400000,7.343540,0.628233
3.756667,-1.400000,7.001980,0.631614
3.780000,-1.500000,7.087370,0.635387
3.803333,-1.300000,6.916590,0.638957
3.826667,-1.500000,7.514320,0.643744
3.850000,-1.300000,7.258150,0.647206
3.873333,-1.700000,7.172760,0.650740
3.896667,-1.600000,7.258150,0.654297
3.920000,-1.400000,7.258150,0.657821
3.943333,-1.300000,7.343540,0.661263
3.966667,-1.400000,7.343540,0.664947
3.990000,-1.400000,7.001980,0.668516
4.013333,-1.500000,7.258150,0.672044
4.036667,-1.400000,7.258150,0.675480
4.060000,-1.400000,7.343540,0.678928
4.083333,-1.400000,7.343540,0.682628
4.106667,-1.600000,7.087370,0.686183
4.130000,-1.300000,7.001980,0.689744
4.153333,-1.200000,7.343540,0.693145
4.176667,-1.700000,7.343540,0.696861
4.200000,-1.500000,7.258150,0.700477
4.223333,-1.400000,7.172760,0.704011
4.246667,-1.600000,7.343540,0.707402
4.270000,-1.300000,7.428930,0.710784
4.293333,-1.400000,7.428930,0.714493
4.316667,-1.300000,7.172760,0.718104
4.340000,-1.500000,7.343540,0.721664
4.363333,-1.400000,7.087370,0.725058
4.386667,-1.600000,7.514320,0.728513
4.410000,-1.300000,7.428930,0.735995
4.433333,-1.400000,7.428930,0.742261
4.456667,-1.300000,7.685100,0.746213
4.480000,-1.200000,7.428930,0.749842
4.503333,-1.500000,7.343540,0.753373
4.526667,-1.500000,7.258150,0.756771
4.550000,-1.500000,7.599710,0.760232
4.573333,-1.800000,7.343540,0.763845
4.596667,-1.500000,7.599710,0.767364
4.620000,-1.300000,7.343540,0.770765
4.643333,-1.600000,7.343540,0.774155
4.666667,-1.500000,8.026660,0.777840
4.690000,-1.400000,7.428930,0.781468
4.713333,-1.600000,7.514320,0.785006
4.736667,-1.400000,7.599710,0.788405
4.760000,-1.400000,7.428930,0.792048
4.783333,-1.800000,7.941270,0.795571
4.806667,-1.300000,7.685100,0.799065
4.830000,-1.400000,7.599710,0.802577
4.853333,-1.300000,7.343540,0.805960
4.876667,-1.300000,7.685100,0.809348
4.900000,-1.400000,7.599710,0.812743
4.923333,-1.400000,7.941270,0.816123
4.946667,-1.400000,7.685100,0.819509
4.970000,-1.600000,7.514320,0.822915
4.993333,-1.100000,7.685100,0.826313
5.016667,-1.300000,7.770490,0.829735
5.040000,-1.400000,7.855880,0.833125
5.063333,-1.400000,7.514320,0.836510
5.086667,-1.200000,7.599710,0.839910
5.110000,-1.200000,8.112050,0.843290
5.133333,-1.500000,7.855880,0.846669
5.156667,-1.100000,7.855880,0.850057
5.180000,-1.300000,7.770490,0.853451
5.203333,-1.200000,7.770490,0.856840
5.226667,-1.300000,7.941270,0.860237
5.250000,-1.400000,7.770490,0.863620
5.273333,-1.700000,7.770490,0.867020
5.296667,-1.500000,7.770490,0.870431
5.320000,-1.400000,7.770490,0.873821
5.343333,-1.500000,7.941270,0.877204
5.366667,-1.500000,7.941270,0.880615
5.390000,-1.500000,7.941270,0.884034
5.413333,-1.300000,7.855880,0.887408
5.436667,-1.300000,7.685100,0.890814
5.460000,-1.500000,8.197440,0.894226
5.483333,-1.100000,8.112050,0.897615
5.506667,-1.700000,7.941270,0.900995
5.530000,-1.500000,7.855880,0.904375
5.553333,-1.300000,7.770490,0.907769
5.576667,-1.500000,8.197440,0.911152
5.600000,-1.500000,8.112050,0.914535
5.623333,-1.500000,7.855880,0.917922
5.646667,-1.500000,7.770490,0.921319
5.670000,-1.400000,7.770490,0.924704
5.693333,-1.400000,8.368220,0.928105
5.716667,-1.400000,8.197440,0.931495
5.740000,-1.400000,8.026660,0.934892
5.763333,-1.300000,8.112050,0.938284
5.786667,-1.400000,7.855880,0.941680
5.810000,-1.600000,8.282830,0.945072
5.833333,-1.300000,8.368220,0.948459
5.856667,-1.400000,7.941270,0.951861
5.880000,-1.200000,7.941270,0.955248
5.903333,-1.500000,8.026660,0.958620
5.926667,-1.400000,8.282830,0.962021
5.950000,-1.300000,8.197440,0.965403
5.973333,-1.600000,8.368220,0.968784
5.996667,-1.600000,8.112050,0.972171
6.020000,-1.600000,8.197440,0.975556
6.043333,-1.500000,8.282830,0.978964
6.066667,-1.300000,8.282830,0.982359
6.090000,-1.300000,8.282830,0.985745
6.113333,-1.300000,8.197440,0.989130
6.136667,-1.500000,8.112050,0.992516
6.160000,-1.400000,8.282830,0.995911
6.183333,-1.300000,8.368220,0.999282
6.206667,-1.300000,8.197440,1.002664
6.230000,-1.300000,8.197440,1.006047
6.253333,-1.200000,8.453610,1.009438
6.276667,-1.500000,8.282830,1.012848
6.300000,-1.300000,8.453610,1.016248
6.323333,-1.400000,8.197440,1.019658
6.346667,-1.400000,8.197440,1.023041
6.370000,-1.500000,8.282830,1.026431
6.393333,-1.500000,8.453610,1.029818
6.416667,-1.400000,8.026660,1.039087
6.440000,-1.300000,8.539000,1.093739
6.463333,-1.100000,8.539000,1.110231
6.486667,-1.200000,8.197440,1.113588
6.510000,-1.500000,8.453610,1.116877
6.533333,-1.400000,8.368220,1.120160
6.556667,-1.400000,8.453610,1.123443
6.580000,-1.300000,8.795170,1.126721
6.603333,-1.400000,8.539000,1.130000
6.626667,-1.500000,8.624390,1.133279
6.650000,-1.600000,8.624390,1.136557
6.673333,-1.400000,8.282830,1.139840
6.696667,-1.400000,8.880560,1.143120
6.720000,-1.600000,8.624390,1.146401
6.743333,-1.200000,8.624390,1.149705
6.766667,-1.400000,8.453610,1.152985
6.790000,-1.100000,8.453610,1.156374
6.813333,-1.400000,8.453610,1.159675
6.836667,-1.300000,8.539000,1.162958
6.860000,-1.500000,8.624390,1.166233
6.883333,-1.200000,8.709780,1.169511
6.906667,-1.200000,8.539000,1.172793
6.930000,-1.400000,8.624390,1.176065
6.953333,-1.300000,8.965950,1.179345
6.976667,-1.300000,8.965950,1.182631
7.000000,-1.400000,8.453610,1.185908
7.023333,-1.600000,8.709780,1.189190
7.046667,-1.300000,8.624390,1.192465
7.070000,-1.500000,8.709780,1.195747
7.093333,-1.200000,8.880560,1.199025
7.116667,-1.400000,8.709780,1.202309
7.140000,-1.400000,8.624390,1.205600
7.163333,-1.400000,8.624390,1.208891
7.186667,-1.400000,8.795170,1.212172
7.210000,-1.200000,9.051340,1.215471
7.233333,-1.400000,8.624390,1.218759
7.256667,-1.300000,8.965950,1.222039
7.280000,-1.500000,8.709780,1.225316
7.303333,-1.500000,9.051340,1.228595
7.326667,-1.400000,8.965950,1.231873
7.350000,-1.500000,8.624390,1.235150
7.373333,-1.500000,8.795170,1.238429
7.396667,-1.400000,8.624390,1.241712
7.420000,-1.000000,8.965950,1.244990
7.443333,-1.700000,8.965950,1.248268
7.466667,-1.400000,8.624390,1.251553
7.490000,-1.300000,8.880560,1.254836
7.513333,-1.500000,8.709780,1.258129
7.536667,-1.200000,9.222120,1.261416
7.560000,-1.400000,9.222120,1.264694
7.583333,-1.500000,8.965950,1.267972
7.606667,-1.300000,8.965950,1.271254
7.630000,-1.600000,8.880560,1.274533
7.653333,-1.600000,9.222120,1.277812
7.676667,-1.600000,9.136730,1.281087
7.700000,-1.300000,9.051340,1.284366
7.723333,-1.600000,9.051340,1.287645
7.746667,-1.300000,8.965950,1.290920
7.770000,-1.300000,9.222120,1.294201
7.793333,-1.400000,9.222120,1.297476
7.816667,-1.200000,9.051340,1.300754
7.840000,-1.600000,8.965950,1.304034
7.863333,-1.600000,9.136730,1.307312
7.886667,-1.500000,9.051340,1.310595
7.910000,-1.400000,9.392900,1.313875
7.933333,-1.500000,9.222120,1.317153
7.956667,-1.200000,9.222120,1.320471
7.980000,-1.600000,9.222120,1.323760
8.003333,-1.100000,9.222120,1.327044
8.026667,-1.500000,9.307510,1.330320
8.050000,-1.300000,9.136730,1.337366
8.073333,-1.000000,9.478290,1.343307
8.096667,-1.400000,9.392900,1.347053
8.120000,-1.300000,9.307510,1.350433
8.143333,-1.300000,9.307510,1.353720
8.166667,-1.600000,9.222120,1.357004
8.190000,-1.600000,9.222120,1.360279
8.213333,-1.500000,9.392900,1.363559
8.236667,-1.400000,9.307510,1.366833
8.260000,-1.200000,9.136730,1.370137
8.283333,-1.600000,9.222120,1.373434
8.306667,-1.500000,9.392900,1.376711
8.330000,-1.400000,9.649070,1.379991
8.353333,-1.500000,9.307510,1.383273
8.376667,-1.500000,9.307510,1.386548
8.400000,-1.200000,9.307510,1.389828
8.423333,-1.400000,9.563680,1.393105
8.446667,-1.500000,9.478290,1.396382
8.470000,-1.300000,9.307510,1.399673
8.493333,-1.300000,9.392900,1.403560
8.516667,-1.600000,9.563680,1.407481
8.540000,-1.500000,9.563680,1.411412
8.563333,-1.400000,9.734460,1.415349
8.586667,-1.400000,9.307510,1.419273
8.610000,-1.400000,9.392900,1.423199
8.633333,-1.500000,9.734460,1.427121
8.656667,-1.500000,9.734460,1.431046
8.680000,-1.000000,9.649070,1.434969
8.703333,-1.400000,9.222120,1.438937
8.726667,-1.300000,9.392900,1.442859
8.750000,-1.600000,9.649070,1.446770
8.773333,-1.400000,9.649070,1.450734
8.796667,-1.500000,9.649070,1.454657
8.820000,-1.300000,9.478290,1.458574
8.843333,-1.500000,9.819850,1.462514
8.866667,-1.300000,9.734460,1.466451
8.890000,-1.200000,9.478290,1.470368
8.913333,-1.500000,9.563680,1.474291
8.936667,-1.500000,9.649070,1.478264
8.960000,-1.300000,9.734460,1.482194
8.983333,-1.600000,9.649070,1.486111
9.006667,-1.500000,9.649070,1.490089
9.030000,-1.400000,9.563680,1.494018
9.053333,-1.300000,9.819850,1.497935
9.076667,-1.500000,9.649070,1.501714
9.100000,-1.400000,9.649070,1.505004
9.123333,-1.200000,9.563680,1.508285
9.146667,-1.400000,9.905240,1.511568
9.170000,-1.500000,9.819850,1.514846
9.193333,-1.300000,9.563680,1.518131
9.216667,-1.200000,9.649070,1.521412
9.240000,-1.400000,9.734460,1.524694
9.263333,-1.400000,9.819850,1.527969
9.286667,-1.300000,9.905240,1.531247
9.310000,-1.200000,9.649070,1.534579
9.333333,-1.300000,9.734460,1.537856
9.356667,-1.300000,9.649070,1.541159
9.380000,-1.500000,9.990630,1.545844
9.403333,-1.500000,10.246800,1.549285
9.426667,-1.600000,9.819850,1.552584
9.450000,-1.400000,9.734460,1.555885
9.473333,-1.400000,9.905240,1.559169
9.496667,-1.400000,9.990630,1.562447
9.520000,-1.600000,9.990630,1.565717
9.543333,-1.600000,9.990630,1.568991
9.566667,-1.400000,9.819850,1.572278
9.590000,-1.300000,9.819850,1.575552
9.613333,-1.400000,9.905240,1.578851
9.636667,-1.400000,10.076020,1.582138
9.660000,-1.600000,9.990630,1.585412
9.683333,-1.400000,9.734460,1.588692
9.706667,-1.300000,9.649070,1.591977
9.730000,-1.400000,9.990630,1.595251
9.753333,-1.400000,10.076020,1.598527
9.776667,-1.500000,9.734460,1.601801
9.800000,-1.500000,9.905240,1.605078
9.823333,-1.300000,9.990630,1.608353
9.846667,-1.500000,10.246800,1.611639
9.870000,-1.600000,10.161410,1.614914
9.893333,-1.500000,9.819850,1.618282
9.916667,-1.500000,9.905240,1.621583
9.940000,-1.300000,9.990630,1.624865
9.963333,-1.400000,10.332190,1.628170
9.986667,-1.600000,10.161410,1.631457
10.010000,-1.500000,10.161410,1.641162
10.033333,-1.500000,10.417580,1.644993
10.056667,-1.200000,10.417580,1.663212
10.080000,-1.600000,10.417580,1.666532
10.103333,-1.400000,10.161410,1.669826
10.126667,-1.200000,10.332190,1.673110
10.150000,-1.300000,10.502970,1.676391
10.173333,-1.600000,10.246800,1.679699
10.196667,-1.100000,10.332190,1.682993
10.220000,-1.500000,10.246800,1.686273
10.243333,-1.400000,10.417580,1.703945
10.266667,-1.600000,10.332190,1.707248
10.290000,-1.400000,10.417580,1.710543
10.313333,-1.700000,10.332190,1.713834
10.336667,-1.400000,10.246800,1.717118
10.360000,-1.400000,10.332190,1.720434
10.383333,-1.500000,10.332190,1.723722
10.406667,-1.600000,10.502970,1.726999
10.430000,-1.300000,10.332190,1.744131
10.453333,-1.400000,10.502970,1.747434
10.476667,-1.400000,10.332190,1.750724
10.500000,-1.300000,10.246800,1.754018
10.523333,-1.400000,10.502970,1.757310
10.546667,-1.500000,10.588360,1.760608
10.570000,-1.300000,10.502970,1.763903
10.593333,-1.400000,10.417580,1.767191
10.616667,-1.400000,10.417580,1.780505
10.640000,-1.600000,10.588360,1.783809
10.663333,-1.300000,10.332190,1.787096
10.686667,-1.600000,10.332190,1.790417
10.710000,-1.400000,10.417580,1.793703
10.733333,-1.600000,10.502970,1.796984
10.756667,-1.100000,10.588360,1.800264
10.780000,-1.300000,10.417580,1.803555
10.803333,-1.300000,10.332190,1.806858
10.826667,-1.400000,10.844530,1.810147
10.850000,-1.700000,10.502970,1.813442
10.873333,-1.500000,10.673750,1.816729
10.896667,-1.300000,10.588360,1.820018
10.920000,-1.400000,10.417580,1.823309
10.943333,-1.700000,10.673750,1.826588
10.966667,-1.200000,10.844530,1.829873
10.990000,-1.300000,10.759140,1.833162
11.013333,-1.600000,10.502970,1.836443
11.036667,-1.200000,10.673750,1.839749
11.060000,-1.200000,10.759140,1.843042
11.083333,-1.300000,10.673750,1.846322
11.106667,-1.300000,10.759140,1.849626
11.130000,-1.500000,10.588360,1.852920
11.153333,-1.300000,10.673750,1.856205
11.176667,-1.100000,10.673750,1.859485
11.200000,-1.700000,10.844530,1.862777
11.223333,-1.100000,10.929920,1.866061
11.246667,-1.500000,10.673750,1.869349
11.270000,-1.200000,10.588360,1.872642
11.293333,-1.400000,10.673750,1.875933
11.316667,-1.400000,10.759140,1.879221
11.340000,-1.400000,10.929920,1.882509
11.363333,-1.500000,10.673750,1.885790
