# Date: 20200223
# Operator: JLC&SV
# Notes: IBIS pre-test
# Tap_cm: 6.0
# Sample: SOX 351-C 754.16-755.04
# Fit of Tap:
#	Ic = 119 +/- 0.028 A
#	n = 26.8 +/- 0.25 
#	Vc = 6 uV
#	Vfloor = 0.974 +/- 0.0036 uV
Supply [A],Tap [uV],Shunt [A],Time [S]
0.000000,1.100000,5.379570,0.056679
0.023333,1.000000,5.550350,0.085848
0.046667,1.000000,5.550350,0.097457
0.070000,0.900000,5.806520,0.101896
0.093333,0.800000,5.464960,0.105912
0.116667,1.200000,5.635740,0.110087
0.140000,0.800000,5.635740,0.114242
0.163333,0.800000,5.550350,0.118323
0.186667,0.700000,5.464960,0.122071
0.210000,0.600000,5.721130,0.125815
0.233333,0.900000,5.635740,0.129652
0.256667,0.800000,5.464960,0.133547
0.280000,0.900000,5.550350,0.137458
0.303333,0.700000,5.721130,0.141506
0.326667,0.800000,5.635740,0.145566
0.350000,1.000000,5.294180,0.149756
0.373333,1.000000,5.464960,0.153910
0.396667,0.800000,5.806520,0.157966
0.420000,1.000000,5.977300,0.162052
0.443333,0.600000,5.294180,0.166211
0.466667,0.900000,5.550350,0.170004
0.490000,0.900000,5.721130,0.173598
0.513333,1.000000,5.806520,0.177876
0.536667,0.600000,5.550350,0.181681
0.560000,0.900000,5.550350,0.185556
0.583333,0.900000,5.635740,0.189523
0.606667,0.800000,5.891910,0.194303
0.630000,0.900000,5.635740,0.198472
0.653333,1.000000,5.891910,0.202509
0.676667,0.800000,5.806520,0.206343
0.700000,0.800000,5.891910,0.211363
0.723333,1.000000,5.721130,0.219188
0.746667,1.000000,5.721130,0.223454
0.770000,0.700000,5.891910,0.227248
0.793333,0.800000,5.721130,0.234113
0.816667,0.900000,5.806520,0.238006
0.840000,0.800000,6.062690,0.242976
0.863333,0.500000,6.062690,0.247167
0.886667,0.900000,6.062690,0.255542
0.910000,0.800000,5.977300,0.259708
0.933333,0.800000,5.891910,0.267169
0.956667,0.800000,5.806520,0.271453
0.980000,0.900000,5.977300,0.275281
1.003333,1.100000,5.806520,0.282615
1.026667,0.800000,5.806520,0.286457
1.050000,0.800000,6.148080,0.291425
1.073333,0.900000,5.891910,0.298905
1.096667,0.600000,6.062690,0.303407
1.120000,0.800000,6.062690,0.307399
1.143333,0.700000,5.891910,0.315014
1.166667,1.000000,5.977300,0.319469
1.190000,0.900000,5.977300,0.323633
1.213333,0.600000,5.977300,0.331969
1.236667,0.900000,6.062690,0.336214
1.260000,0.800000,5.891910,0.340091
1.283333,1.000000,5.977300,0.348094
1.306667,0.800000,6.062690,0.352558
1.330000,0.900000,5.977300,0.356760
1.353333,0.900000,5.977300,0.365031
1.376667,1.100000,6.318860,0.378985
1.400000,1.100000,6.062690,0.388037
1.423333,0.900000,6.318860,0.395984
1.446667,1.000000,6.233470,0.400371
1.470000,1.000000,6.062690,0.404682
1.493333,0.900000,6.233470,0.413519
1.516667,0.900000,6.148080,0.417574
1.540000,0.900000,6.148080,0.421623
1.563333,0.800000,6.233470,0.425739
1.586667,1.000000,6.318860,0.429758
1.610000,1.000000,6.148080,0.433503
1.633333,1.000000,6.318860,0.437187
1.656667,0.900000,6.489640,0.440921
1.680000,0.800000,6.318860,0.444785
1.703333,0.900000,5.977300,0.448991
1.726667,0.700000,6.318860,0.453101
1.750000,0.700000,6.233470,0.457146
1.773333,0.700000,6.318860,0.461321
1.796667,0.900000,6.233470,0.465427
